review_id,performances,story,designer,sense,text,world,something,roles,man,place,words,act,night,life,look,moment,action,costumes,times,moments,dress,point,actor,work,death,part,comedy,use,company,costume,theater,productions,opening,lovers,hand,direction,end,space,years,lines,bit,king,line,music,role,men,staging,design,woman,head,plot,sound,dream,nothing,language,women,choice,people,way,turn,portrayal,scenes,effect,fight,theatre,voice,rest,presence,lady,members,power,dance,speech,side,case,contrast,experience,style,year,version,piece,season,course,fact,help,nature,beginning,energy,others,interpretation,fun,result,i,humor,everyone,evening,change,show,heart,mind,wall,center,attention,floor,casting,players,love,character,order,tragedy,lights,sets,court,hands,face,tone,level,half,eyes,father,air,ghost,program,self,changes,day,lack,hes,focus,audiences,name,parts,fall,relationship,things,word,bottom,performance,example,start,dresses,murder,period,house,idea,duke,century,thing,title,pants,run,problem,elements,hair,nights,sort,concept,choices,prince,body,group,anything,theme,notes,forest,friend,battle,street,onstage,balcony,appearance,suit,brother,everything,festival,approach,passion,time,david,job,mechanicals,gender,michael,drama,note,color,backdrop,match,boy,thought,directors,wife,touch,effects,sir,state,fairies,friends,couple,history,emotion,props,entrance,move,shirt,front,walls,delivery,matter,laughter,characters,emotions,number,songs,highlight,school,dialogue,boots,age,cannot,lot,blood,reason,theatres,song,violence,park,question,war,feeling,depth,summer,madness,wood,chemistry,actors,area,loves,magic,husband,desire,strength,james,decision,eye,cast,film,points,pace,sword,children,gold,quality,ability,verse,fairy,isnt,hours,themes,attempt,star,kind,witches,control,cross,scene,family,companys,mother,someone,mood,round,era,fool,information,atmosphere,wit,pieces,home,child,confusion,acts,plays,laughs,form,trees,room,soliloquy,business,hour,suits,script,curtain,lord,colors,girl,balance,art,jacket,talent,marriage,it's,movement,laugh,richard,wedding,enters,return,casts,city,vision,events,addition,timing,adaptation,anger,band,range,opportunity,ones,sight,doors,revenge,fit,interest,ways,affection,party,sounds,troupe,woods,daughter,j,pair,grief,loss,bed,sheer,class,figure,director,www,son,highlights,grace,tale,element,lover,emphasis,flowers,accent,series,edge,actions,transformation,university,robert,chairs,hope,soliloquies,breaks,anyone,force,living,paul,sings,view,com,none,background,impression,team,meaning,challenge,person,fear,arts,intermission,globe,relief,ladies,set,society,fashion,news,jokes,doubt,shines,material,joy,step,box,member,conflict,relationships,circle,reading,darkness,tension,platform,page,worlds,places,clothes,days,score,wonder,crowd,exception,cuts,nurse,hat,youth,reality,middle,returns,shirts,ill,pyramus,country,future,states,levels,rendition,christopher,gestures,spirit,shadows,reactions,stars,chorus,choreography,identity,sides,rude,minutes,table,community,support,york,spot,guy,attempts,lives,screen,combination,ground,performers,lit,speeches,success,chaos,references,arms,break,smith,entertainment,matthew,presentation,tom,rage,melancholy,theaters,confidence,skirt,leather,layers,intensity,co,journey,exits,connection,renaissance,aspects,sex,curtains,steps,motion,meeting,length,sea,porter,clothing,image,statement,ease,grave,entrances,manner,credit,thisbe,charm,re,seating,instance,scott,gown,despair,antics,metal,castle,shes,movements,door,austin,plenty,reflection,joke,master,offstage,hint,creativity,parents,aaron,heads,device,bare,im,seasons,cause,details,detail,england,reminiscent,sisters,letter,seat,player,mix,share,prologue,romance,m,tune,servant,situation,actress,accompaniment,tie,beauty,interpretations,thanks,belch,coat,rock,thomas,ears,breath,guitar,tears,crew,trousers,enthusiasm,kiss,images,grey,lords,pre,stephen,respect,walks,theyre,arden,monologue,don,passionate,fate,vest,thrust,measure,sake,picture,outfits,comedies,culture,flute,cell,chance,terms,musicians,illyria,ambition,issues,orange,piano,tradition,soldiers,location,conclusion,sign,yes,upstage,van,freedom,decisions,disguise,countess,hit,contrasts,jonathan,knowledge,fights,town,horror,palette,stairs,sports,feet,seats,impact,forth,audience,ball,effort,issue,shades,shift,transforms,clown,stockings,shoes,families,play's,peace,storm,victim,budget,ass,france,there's,fits,game,advice,forces,position,deaths,advantage,moon,repertory,sympathy,food,dignity,truth,review,silence,gravitas,task,opera,aguecheek,movie,personality,princess,feelings,chair,uncle,understanding,couples,rise,command,challenges,hints,venue,context,conspirators,swords,bards,delight,plan,bar,kevin,cover,henry,personalities,smile,garb,sinister,innocence,outfit,standout,status,purpose,purple,tendency,physicality,results,stone,doesn't,jones,introduction,mouth,distance,fire,jeans,bodies,feast,sarah,soul,drop,spectacle,london,ticket,interactions,surprise,post,gowns,whats,duel,attitude,texas,treat,drinking,problems,politics,type,drunk,memory,twin,reference,environment,students,complexity,determination,clarity,qualities,bottoms,march,variety,embrace,club,daniel,tour,ceiling,throne,subtlety,meets,boys,poet,festivals,org,height,array,feature,hall,wings,backstage,grounds,iii,gesture,shorts,ganymede,foot,sky,excitement,frame,actresses,patterns,garden,soundtrack,exit,ado,stages,explanation,shame,exploration,he's,assassination,skirts,matt,scotland,tickets,gains,behavior,cousin,elizabeth,pacing,o,skills,signature,glasses,interaction,expressions,pink,beat,lion,leader,mirror,frederick,humanity,ideas,pop,suffers,suicide,jennifer,villain,aspect,joseph,asides,student,sun,jealousy,video,dimension,bending,visit,versions,drive,drum,façade,voices,kings,fathers,fools,knees,hate,snug,names,celebration,plain,youre,plans,absurdity,nod,execution,centuries,touches,servants,today,sequence,martin,treatment,lots,influence,gravedigger,combat,shape,charge,stage,pleasure,response,favor,frustration,household,flower,efforts,drink,sport,boxes,structure,athens,epilogue,bill,verona,sleeves,smoke,taylor,spirits,minimalist,scenery,jack,values,evidence,talents,settings,streets,trap,dukes,transitions,imagination,angles,duet,authority,dancers,stories,dan,witch,notion,land,building,wind,rome,train,majority,bottle,intentions,guests,project,extent,banquet,circumstances,silver,motives,thoughts,rule,st,bear,trouble,prop,phrase,comfort,weight,manage,parallels,speed,wealth,wig,joe,whos,risk,feud,companies,playhouse,coats,tragedies,makeup,pain,attraction,rob,mannerisms,sister,fabric,spell,rick,versus,debut,minute,soldier,brooding,subplot,system,kate,money,suffering,struggle,murderer,artist,artists,display,discovery,poetry,designs,jeff,velvet,differences,josh,citizens,betrayal,church,escape,bard,strings,orders,groups,potion,esque,attire,questions,masters,deal,steward,paint,garments,skill,infatuation,intrigue,masks,grasp,jackets,inspiration,prison,legs,tender,c,furniture,crown,hell,cape,rachel,captain,youll,trick,tricks,god,senses,week,concepts,paper,encounter,reaction,combines,simplicity,shoulders,shoulder,stephanie,television,roman,sneakers,browns,friendship,wonders,danger
 A Decisive Hamlet in a Post-colonial World,0.0,0.11456806467222501,0.0,0.0,0.0,0.1189206437773302,0.0,0.0,0.0,0.0,0.12345092755068163,0.12461299619608227,0.0,0.12578736209249075,0.12578736209249075,0.0,0.0,0.09594692719544441,0.0,0.0,0.0,0.0,0.0,0.0,0.38816075046492027,0.0,0.0,0.13061318942694944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5747373735362015,0.0,0.08158011861038852,0.08079024665240182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07616555492643484,0.0,0.1553768890336696,0.07541316871162058,0.1569290337981027,0.0,0.07466584910906583,0.0,0.0,0.0,0.0,0.0,0.16172013212535982,0.16172013212535982,0.0,0.0,0.0,0.0,0.0,0.165033110732428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17197140373024172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1793725818271112,0.0,0.0,0.0,0.0,0.0,0.18326689514018563,0.0,0.0,0.06003335559556273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18937723879360138,0.0,0.18937723879360138,0.37875447758720276,0.18937723879360138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05493008676258612,0.1980857472896007,0.0,0.0,0.1980857472896007,0.0,0.0,0.0,0.0,0.20037400447375855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101942465881545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21003022617251693,0.0,0.1465928555082415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22060742030712732,0.0,0.22060742030712732,0.0,0.0,0.0,0.0,0.0,0.22341710307828994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4525995454517588,0.0,0.0,0.0,0.0,0.22925932255777443,0.0,0.0,0.0,0.0,0.45851864511554885,0.0,0.0,0.1259927005627598,0.0,0.0,0.0,0.0,0.23229996595674654,0.0,0.4645999319134931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07851453221147248,0.0,0.24195618765550492,0.24195618765550492,0.0,0.0,0.0,0.0,0.0,0.0,0.490742239827695,0.0,0.0,0.2453711199138475,0.0,0.0,0.0,0.0,0.0,0.24889448065331865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746683441959956,0.0,0.0,0.0,0.4977889613066373,0.0,0.0,0.0,0.0,0.0,0.25253338179011525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26018997206326255,0.0,0.0,0.0,0.26018997206326255,0.26018997206326255,0.0,0.0,0.26018997206326255,0.0,0.0,0.2642259274397345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2642259274397345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684142185183789,0.0,0.0,0.0,0.0,0.0,0.03142037271964291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27276679762348405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820202002171542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28695330309559386,0.0,0.0,0.0,0.28695330309559386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28695330309559386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29211593354625054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29211593354625054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29753049723020425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29753049723020425,0.0,0.0,0.0,0.0,0.0,0.29753049723020425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3032228496489563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30922304287982344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023160100767827554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155662859715137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155662859715137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6445883936738489,0.0,0.0,0.0,0.32229419683692445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6445883936738489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32945645871319224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32945645871319224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32945645871319224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3371130489863395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3371130489863395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3371130489863395,0.0,0.0,0.0,0.3371130489863395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3371130489863395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018125249884087855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3542201583199124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""As You Like It"" Amiable at the Folger",0.0,0.0,0.0,0.0,0.048461948025545556,0.05521315603947473,0.11146199562860053,0.0,0.09250048539800527,0.11463300415420435,0.0,0.0,0.0,0.058401275257227846,0.0,0.11790469626942754,0.08909357525291266,0.08909357525291266,0.0,0.1190187573445003,0.0,0.0,0.05950937867225015,0.0,0.0,0.0,0.060641837948226515,0.0,0.0,0.0,0.06121754028262927,0.0,0.0,0.06358691509793983,0.0,0.06419668343218775,0.04051936154924385,0.0,0.0648137545547533,0.0,0.0,0.0,0.0,0.0,0.07501951474865882,0.0,0.0,0.03714562283483339,0.14007184774172401,0.0,0.07072754261610954,0.0,0.0,0.14145508523221909,0.0,0.0,0.0,0.0,0.0353625790729876,0.0,0.0,0.03501325690182384,0.1457198170982382,0.0,0.0,0.07359076935482324,0.14718153870964648,0.0,0.0,0.0,0.0,0.07508434705820277,0.15169538345873176,0.0,0.07584769172936588,0.0766225156971987,0.0,0.0,0.0,0.0,0.0,0.0,0.07984386601761222,0.07984386601761222,0.07984386601761222,0.07984386601761222,0.0,0.0,0.0,0.0,0.08153335583112493,0.08153335583112493,0.14862009897534528,0.0,0.1647986792512983,0.1647986792512983,0.08239933962564915,0.02941079802265005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1127064460854047,0.0,0.0,0.0,0.0860166016198342,0.0,0.430083008099171,0.0,0.08696203773987672,0.17392407547975344,0.0,0.08696203773987672,0.0,0.17585029316548698,0.08792514658274349,0.0,0.0,0.0,0.08792514658274349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08990711488959005,0.08990711488959005,0.0,0.0,0.0,0.09196838267017175,0.0,0.0,0.0,0.0,0.0,0.09303078779138789,0.09303078779138789,0.0,0.09303078779138789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09522366438653586,0.0,0.0,0.0,0.09522366438653586,0.0,0.48178061831256114,0.0,0.0,0.0,0.09635612366251223,0.0,0.0,0.0,0.09751403358009714,0.0,0.0,0.0,0.0,0.022686989542942133,0.0,0.09869856443492568,0.0,0.19982193829294692,0.0,0.0,0.0,0.0,0.0,0.0,0.10115259122364047,0.0,0.0,0.0,0.10242487371402338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10372936928634888,0.020539811241600325,0.0,0.0,0.0,0.1050677516227297,0.0,0.0,0.0,0.0,0.0,0.1050677516227297,0.0,0.0,0.1050677516227297,0.2128836566607905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10785355562277517,0.05772566439654521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11079863277248848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01822658783480611,0.0,0.0,0.0,0.0,0.11233680141148442,0.0,0.0,0.11233680141148442,0.0,0.0,0.0,0.0,0.11392230567428632,0.11392230567428632,0.0,0.0,0.06991212010556071,0.0,0.0,0.11555815173189793,0.11555815173189793,0.0,0.11555815173189793,0.0,0.0,0.0,0.0,0.11555815173189793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11724764154541065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11899441299115876,0.0,0.0,0.0,0.12080248702937188,0.0,0.0,0.0,0.0,0.0,0.0,0.12080248702937188,0.0,0.12080248702937188,0.0,0.0,0.0,0.0,0.0,0.0,0.030590951888252702,0.0,0.0,0.0,0.0,0.12267632345416243,0.0,0.0,0.0,0.0,0.0,0.12267632345416243,0.0,0.0,0.0,0.0,0.0,0.12267632345416243,0.0,0.0,0.0,0.0,0.0,0.12462088716924731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12462088716924731,0.0,0.0,0.0,0.0,0.0,0.0,0.058352120765051106,0.0,0.0,0.0,0.0,0.0,0.12664172746804614,0.0,0.12664172746804614,0.0,0.0,0.12664172746804614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12664172746804614,0.3799251824041384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287450735056736,0.0,0.0,0.0,0.0,0.2574901470113472,0.0,0.0,0.0,0.0,0.0,0.0,0.1287450735056736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26187590020164314,0.0,0.0,0.0,0.13322831929438284,0.0,0.0,0.0,0.0,0.13322831929438284,0.0,0.0,0.0,0.13322831929438284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26645663858876567,0.0,0.0,0.0,0.0,0.0,0.0,0.13562525486075916,0.0,0.0,0.0,0.0,0.0,0.13562525486075916,0.0,0.0,0.13562525486075916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13562525486075916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381391594283091,0.0,0.0,0.0,0.0,0.0,0.1381391594283091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5631281493480617,0.0,0.0,0.0,0.0,0.0,0.14078203733701541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14356784133706088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752903927919935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1465129184867742,0.0,0.0,0.0,0.0,0.0,0.0,0.14963659138857205,0.0,0.0,0.14963659138857205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14963659138857205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14963659138857205,0.0,0.0,0.0,0.0,0.0,0.0,0.14963659138857205,0.0,0.0,0.14963659138857205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30592385451939275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30592385451939275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3130335454873152,0.0,0.1565167727436576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1565167727436576,0.0,0.0,0.0,0.0,0.1565167727436576,0.0,0.1565167727436576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033661178356163154,0.0,0.0,0.0,0.0,0.0,0.16033517288353302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16033517288353302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644593592199593,0.0,0.0,0.1644593592199593,0.0,0.0,0.0,0.0,0.1644593592199593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644593592199593,0.0,0.0,0.0,0.0,0.1644593592199593,0.0,0.0,0.1644593592199593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644593592199593,0.0,0.0,0.1644593592199593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644593592199593,0.0,0.0,0.1644593592199593,0.0,0.0
