review_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Genre,Original Work,Review Author,Rating Category
Boredom from Julius Caesar? NYC Buries Pigeon Creek,-0.32933894234240757,-0.08708166489220585,0.05273269181906104,0.05111603368115945,0.01671195640537711,0.11008695190419426,-0.0164504186860174,-0.02687818458712716,0.04879422450334158,-0.14815208038750854,Tragedy,Julius Caesar,Roseanne Wells,Negative
Broad Humor in the Big Easy,-0.2587430715909639,0.018029061179024794,-0.24752173331036795,-0.1250554029685825,-0.10522029420313067,0.13897164335184173,0.023578523332051692,0.02707002974781909,0.10299843439063103,0.16842173401367372,Comedy,Twelfth Night,Jennifer Kramer,Positive
By and By: There Are No Lulls in SDSU's Dream,-0.3187654285043696,0.2572517585879122,0.06006617829475753,-0.09143991063285294,-0.045946888199659065,0.044335064954895406,0.05941148176089496,0.002551702369236229,-0.021014682452809904,-0.025309837218253,Comedy,Midsummer Night's Dream,Melissa Crismon,Positive
CSF’s Female Hamlet Provides Universal Perspective,-0.3796420734941779,-0.08028390508137029,-0.04829535744440039,0.06956535902854805,0.031461289967611425,0.011967678956670903,0.04858413479781802,-0.0618074677725548,-0.04209299235395583,0.042695650434525785,Tragedy,Hamlet,Ginny Quaney,Positive
CSF’s Julius Caesar Traditional But Still Relevant,-0.2731486105046613,-0.10782596808945863,0.06286798884881695,0.034855723302816555,-0.028105425533085024,0.31753322193640215,-0.06653665455309994,-0.1298725723549094,0.17715686266735298,-0.3958861923581718,Tragedy,Julius Caesar,Ginny Quaney,Positive
Capturing Modern Day Youth in Romeo and Juliet ,-0.28080480771312155,-0.0626704464958713,0.010094890527933026,0.035237853034258595,0.019837199326804403,0.15531858172011542,-0.07706161925903637,-0.00591028089795968,-0.05083483227018387,0.093186460022232,Tragedy,Romeo & Juliet,Yuko Kurahashi,Positive
Carolino's Midsummer Fantasies Require Some Shaping,-0.23406547057779503,0.27373702313366427,0.11071933076959062,-0.0601499661919766,0.0890048497069971,-0.030452727813724288,0.08201725424866138,0.0019268818620515168,0.016890755229827435,-0.04145291501312493,Comedy,Midsummer Night's Dream,Denise Battista,Negative
Casual Grace and Loyalty Yielding But a Dream,-0.3645094173043505,0.2729245979187364,0.10011791437817676,-0.06464202497153121,0.04780560203846471,-0.01120835159507371,0.03288900253734555,0.05932874980158816,0.01734030133698493,-0.048367601211723295,Comedy,Midsummer Night's Dream,Jack Morgan,Positive
Cauldrons Bubble...In A Guildford Church,-0.2645327245393151,-0.13650038835644332,0.16262384605297434,-0.07416285987970381,-0.0906547693619479,-0.11990099230854273,-0.03052800721505338,-0.04751429856218724,-0.020516233220633513,0.07115011915789797,Tragedy,Macbeth,Christopher Adams,Positive
Chase Your Doom at Sleep No More,-0.3412430923438032,-0.10067762759129185,0.08941968138905809,0.026924091083310564,0.029582074076272613,-0.04195923379520669,0.022026003830106014,-0.06794677158118329,-0.10925000167839977,-0.04563445806964843,Tragedy,Macbeth,Deirdre Yee,Positive
Classical Theatre Company's Hamlet Soars Under Careful Direction,-0.3097382186882228,-0.08206271379252428,0.022497736206814424,0.09601152690756916,0.06226152519309905,-0.042877891036358695,0.08886690178564902,0.01048720532480372,0.05148364293916989,0.09928868634520419,Tragedy,Hamlet,Cynthia Greenwood,Positive
Confounding “The Iago Epilogue” Initiates Rather than Ends the Conversation,-0.2680972746404805,-0.10127326028913618,0.05259326376744157,0.03775061266281505,0.21560093557476276,-0.0954856445284932,-0.3371325152479457,0.2969292467465629,0.16001785923884598,-0.02052102142925507,Comedy,All's Well That Ends Well,Robert M. LoAlbo,Negative
Crossing Gender: The Great Lakes Theater production of Hamlet with Double-Casting,-0.3472902141858063,-0.11016621454207576,-0.025433537418336465,0.05027704825993051,-0.11583445138704672,0.005949517690468357,0.0677301774895347,-0.08018866495060296,-0.06873217438146774,0.0004453283987633349,Tragedy,Hamlet,Yuko Kurahashi,Positive
Dagger of the Mind,-0.32521882581455264,-0.1820124779275688,0.17023196697089696,-0.17568631744659116,-0.22327877391179404,0.05330049714040601,0.0025490664986974705,0.0009050632600105587,0.08478716081273563,-0.023054827275749434,Tragedy,Macbeth,Jennifer Kramer,Positive
Dark Dream from the South Coast,-0.23731307297132215,0.36613333159620076,0.09471178841107648,-0.13024025262989908,-0.0876646017678476,0.01612646924562715,-0.011831819157170461,0.010499515379105028,0.04062660393533207,-0.045962774641485814,Comedy,Midsummer Night's Dream,Melissa Crismon,Positive
Darkness and Brightness in Great Lakes Theater’s Twelfth Night,-0.31076274301264806,-0.06067782487149306,-0.2517944723112222,-0.15736962710701627,-0.042637847174734345,0.0486515400248321,-0.02580308990166185,-0.03812077873650034,0.04095203900100894,-0.029387836717302173,Comedy,Twelfth Night,Yuko Kurahashi,Positive
Death and Drollness: The New Star-Crossed Lovers,-0.29967514621725794,-0.08183524880557483,0.01948372219892672,0.08275917452503849,0.07735010716026848,0.05985703134823229,0.016368685465596545,-0.03171781963861089,-0.10497016115190215,0.0792154383680486,Tragedy,Romeo & Juliet,Claudine Nightingale,Positive
Decide What You Will in West End’s Twelfth Night,-0.32427396283543747,-0.05017341080759317,-0.26414914506814036,-0.139821425176627,0.01518020041086185,-0.03162657385963908,0.002996336318265861,-0.061579460558028036,0.04561143995433744,0.005201878288035358,Comedy,Twelfth Night,Claudine Nightingale,Positive
Delaware Midsummer at Rodney Square,-0.3590445304579612,0.3935943311020264,0.13911298006660955,-0.048294435773876786,-0.08874213895525672,0.10702179859844227,-0.04528922722112572,-0.015605748610328138,0.15888912807966515,0.12189528007111497,Comedy,Midsummer Night's Dream,Jennifer Kramer,Positive
Delaware Shakespeare Asks What’s in a Name,-0.3280101804084739,-0.04479439322465301,0.0054042665671604866,0.05745608508952158,-0.05279726773090266,0.150488962610168,0.015760651757365983,-0.03395793581568502,-0.029999823372669834,0.1588108211422298,Tragedy,Romeo & Juliet,Jennifer Kramer,Positive
"Despite Heat Wave, PSF Rolls Out Wicked Cool Hamlet",-0.32600873912572503,-0.07095158761337267,0.0016877578109860542,0.03801028515659498,-0.03017904254329637,0.10515842207177982,-0.04441321263663292,-0.046142865175777724,0.06539769806837165,0.1139431193025806,Tragedy,Hamlet,Jennifer Kramer,Positive
