term_str,vector,x,y,n,pos_group,log(freq)
is,"[-2.36476418e-02 -9.72587466e-02 -3.99462087e-03  1.40467763e-01
  1.78709984e-01 -3.65300141e-02  1.45157367e-01 -2.09740829e-02
  3.97500731e-02  2.10538600e-02 -3.94847319e-02 -5.87699702e-03
 -1.13080291e-03 -1.91590697e-01  6.07392602e-02  1.25945330e-01
  1.04038708e-01  5.39793968e-02 -6.62919208e-02  1.83989748e-01
  1.61479805e-02 -2.45108828e-02 -5.83959483e-02 -1.98112488e-01
 -1.71850905e-01  1.01148121e-01  6.40076101e-02 -2.37003881e-02
 -1.60991415e-01  2.53432728e-02  1.03140436e-01 -9.33128595e-03
 -4.59182374e-02  2.33093314e-02 -6.77722692e-02  1.84982792e-01
  9.36917365e-02 -1.31993040e-01  1.39530972e-01 -9.07803923e-02
 -1.57485440e-01  1.30703792e-01 -4.93611321e-02 -6.74465299e-02
  1.91803306e-01  1.33520020e-02  4.83886525e-03 -6.85312599e-02
  8.23427737e-02  4.13744152e-02  1.12721816e-01  6.07816689e-03
 -1.19991573e-02  5.86041659e-02 -1.44736663e-01 -6.24926426e-02
  1.62887394e-01 -1.56394705e-01  3.88462767e-02  7.62514994e-02
  4.40544635e-02  1.20467931e-01  2.76423097e-02  2.61681955e-02
  1.44121930e-01 -3.92726809e-02  2.83960216e-02  1.09648585e-01
  2.29502376e-02 -7.35320374e-02  4.69121113e-02 -5.26167117e-02
 -1.90624565e-01 -1.29987612e-01  4.92383018e-02  5.35483249e-02
  3.95811237e-02 -5.60396872e-02 -1.13294199e-02  1.68365121e-01
 -2.52386015e-02 -1.05495087e-03  1.47179335e-01  1.97958037e-01
 -1.77806076e-02  8.98486376e-02  1.60953775e-01 -2.66814381e-01
 -9.29357335e-02  1.13467924e-01  8.95299017e-02 -7.83122480e-02
  1.09824790e-02 -1.07706487e-01 -2.45971307e-02  1.44955620e-01
 -1.77348495e-01 -1.59409687e-01  5.66840731e-02 -6.94469456e-03
 -2.65147060e-01  6.47288635e-02  9.64172855e-02  9.42729693e-03
  2.30044425e-02  9.40909758e-02  3.90866324e-02  7.84252584e-02
  6.15199432e-02 -1.20255992e-01  7.62840435e-02 -9.92771462e-02
  1.84229296e-02  6.62167731e-04 -5.64097054e-02  8.70173797e-02
  7.81699941e-02  4.79988158e-02 -2.12538652e-02  5.09526357e-02
 -2.67837569e-02 -1.14848271e-01 -7.08194599e-02 -6.88808411e-02
 -3.67880128e-02 -5.25612608e-02  1.15915164e-01 -2.42798254e-02
  9.09271985e-02 -7.28978440e-02  3.24649103e-02 -4.07859460e-02
 -3.82327065e-02 -1.20450720e-01 -5.37697133e-03 -6.83179274e-02
  8.19972456e-02  1.81075782e-01  1.08456612e-01 -2.56121941e-02
 -4.17727679e-02 -4.02258150e-02  8.43246728e-02  5.15793227e-02
 -2.47198805e-01 -1.13348089e-01 -1.36665821e-01  4.68117893e-02
  9.79951322e-02  1.36160672e-01 -7.73158073e-02 -1.19120605e-01
 -2.39274427e-02  1.39502466e-01 -2.11781383e-01  1.04529873e-01
  9.75020379e-02 -5.56125641e-02 -2.16246158e-01 -8.11720714e-02
  6.71482980e-02  7.70413429e-02  1.52152618e-02  8.34650081e-03
  9.32114795e-02  7.17642754e-02 -3.78515981e-02  1.83312863e-01
  1.51464045e-01  7.86338374e-03 -7.53365159e-02 -1.76755823e-02
  7.16189807e-03  1.00430101e-02 -2.02187210e-01 -4.44228575e-02
 -8.09130594e-02  7.19282776e-03  1.68545052e-01  2.37767529e-02
  2.85754655e-03 -4.49872650e-02  1.81242228e-02 -3.27968486e-02
  1.04316168e-01  8.04256499e-02 -2.26388231e-01 -1.15940809e-01
 -8.31343383e-02  1.86474342e-02  1.50908187e-01  1.80758536e-02
  1.18860994e-02 -4.42812331e-02  7.57286772e-02 -1.48716450e-01
 -4.35519777e-02 -1.50993183e-01 -1.28708854e-01 -5.71390986e-02
 -1.40054092e-01 -3.86358425e-02  4.33917530e-03 -7.21056834e-02
 -1.30030736e-02 -1.55758047e-02 -1.84499919e-01 -1.26182944e-01
 -9.57116112e-02  7.62282014e-02 -6.73764497e-02  9.47888792e-02
  2.55334433e-02  9.06658471e-02  5.30698933e-02 -3.62197571e-02
  1.76541984e-01  1.17122293e-01 -1.29909709e-01 -9.65836365e-03
  3.77221070e-02  8.51212367e-02  1.21110603e-01 -8.60585943e-02
  9.87685248e-02 -1.55061781e-01  2.93120723e-02 -2.49628117e-03
 -5.62660508e-02 -8.64709553e-04 -1.65628448e-01 -1.12066036e-02
  2.45387928e-04 -7.15857372e-02 -1.61267728e-01  1.23333551e-01
 -2.57253982e-02  9.61871911e-03  9.09269974e-02 -2.67976336e-02
 -1.39162019e-01 -6.68610185e-02 -6.79942071e-02  5.34776039e-02
 -1.11316405e-01  3.36241685e-02  4.27313112e-02  1.67180710e-02
 -5.81793450e-02 -9.01830420e-02 -1.48171112e-01  7.74937794e-02
 -1.53630853e-01 -1.56733707e-01 -2.44352400e-01  8.65263026e-03]",-17.573227,15.978057,5242,VB,8.564458383883352
are,"[-2.35405732e-02 -9.87599939e-02 -1.08839488e-02  1.35305122e-01
  1.86811030e-01 -3.48680206e-02  1.48049355e-01 -2.10589543e-02
  3.64909694e-02  2.67092101e-02 -4.09987532e-02 -5.09954663e-03
 -1.97764812e-03 -1.88538879e-01  6.52095750e-02  1.31154224e-01
  1.04818746e-01  5.56959882e-02 -6.34431243e-02  1.94215178e-01
  1.38702393e-02 -2.09399201e-02 -6.14254177e-02 -2.02150837e-01
 -1.76311925e-01  9.80695635e-02  5.80563881e-02 -2.84348428e-02
 -1.55165553e-01  2.53724456e-02  1.07570022e-01 -1.35159660e-02
 -4.34955619e-02  3.02309189e-02 -6.73955604e-02  1.88783005e-01
  9.64034572e-02 -1.29343867e-01  1.44888565e-01 -8.46882388e-02
 -1.49964735e-01  1.30177200e-01 -4.06979285e-02 -7.09025338e-02
  1.89743951e-01  2.31979154e-02  4.62588482e-03 -7.34939054e-02
  8.42883959e-02  3.66322882e-02  1.18354715e-01  7.17612775e-03
 -9.79832374e-03  5.41944578e-02 -1.41522408e-01 -5.54048270e-02
  1.62606671e-01 -1.57016218e-01  4.53273430e-02  6.79335371e-02
  5.09253591e-02  1.16415910e-01  2.44224928e-02  3.48342769e-02
  1.48883045e-01 -4.51058336e-02  3.55864987e-02  1.12759151e-01
  1.90275703e-02 -7.47055635e-02  4.72535603e-02 -5.05372770e-02
 -1.90005630e-01 -1.23535335e-01  4.37634587e-02  5.21769822e-02
  3.15384045e-02 -5.62777147e-02 -5.17460518e-03  1.77318394e-01
 -1.98339988e-02 -4.72417660e-03  1.39160931e-01  2.01772630e-01
 -1.13474047e-02  9.12074372e-02  1.63331747e-01 -2.64816791e-01
 -8.89140144e-02  1.11897707e-01  9.19692963e-02 -7.88243562e-02
  8.54753982e-03 -1.06976524e-01 -2.54054870e-02  1.41425654e-01
 -1.80523649e-01 -1.61217138e-01  5.32260835e-02 -6.14907825e-03
 -2.60495961e-01  6.67021945e-02  9.51347947e-02  3.69539484e-03
  2.42456980e-02  9.71275717e-02  4.44184802e-02  7.80670494e-02
  6.55769259e-02 -1.18546210e-01  7.54114687e-02 -8.93433765e-02
  1.99164413e-02 -8.39565042e-03 -5.58511168e-02  8.34109709e-02
  7.27871358e-02  4.94259298e-02 -2.12688893e-02  4.80446965e-02
 -3.14708874e-02 -1.08583458e-01 -7.90301934e-02 -6.24506660e-02
 -4.41735275e-02 -5.14569916e-02  1.20615147e-01 -2.31832135e-02
  9.47117954e-02 -8.09414610e-02  3.20950001e-02 -3.64090912e-02
 -3.71348336e-02 -1.22954898e-01 -6.99835364e-03 -7.01324493e-02
  7.76602849e-02  1.72186539e-01  1.13784820e-01 -3.14320698e-02
 -3.86596546e-02 -4.10338677e-02  8.81611779e-02  4.82682995e-02
 -2.45080531e-01 -1.18120559e-01 -1.46157458e-01  4.65100817e-02
  9.68728811e-02  1.37361154e-01 -8.01949129e-02 -1.14145324e-01
 -2.24307459e-02  1.43759042e-01 -2.15114400e-01  1.02826014e-01
  8.77781734e-02 -5.89991622e-02 -2.19729960e-01 -8.42747912e-02
  7.33613074e-02  7.89744556e-02  1.99605618e-02  6.85455604e-03
  9.28873792e-02  6.50976598e-02 -3.94848697e-02  1.90817788e-01
  1.47718996e-01  6.56377012e-03 -7.19265416e-02 -1.09673794e-02
  1.80818097e-04  4.86305356e-03 -2.00314522e-01 -3.75697687e-02
 -7.89609551e-02  5.25656855e-03  1.67005643e-01  2.41127294e-02
  3.90054192e-03 -4.67159301e-02  1.57607477e-02 -3.09333019e-02
  1.00970164e-01  7.45752975e-02 -2.29679704e-01 -1.06054649e-01
 -7.88058862e-02  2.02829763e-02  1.48122445e-01  2.16391366e-02
  1.29353115e-02 -3.98752056e-02  7.71294460e-02 -1.45417541e-01
 -3.95566560e-02 -1.49449393e-01 -1.25110015e-01 -6.20991923e-02
 -1.43590361e-01 -4.91665937e-02  6.99290633e-03 -7.26950467e-02
 -1.33282142e-02 -2.54839566e-02 -1.78372458e-01 -1.27229065e-01
 -9.47181210e-02  7.26164207e-02 -5.96105792e-02  1.00061074e-01
  1.82243660e-02  9.68002528e-02  4.87164669e-02 -3.04247551e-02
  1.73050553e-01  1.16856329e-01 -1.24193646e-01 -3.90614360e-03
  4.43533286e-02  9.42139551e-02  1.25716045e-01 -8.30040500e-02
  9.06281024e-02 -1.59075618e-01  2.70855743e-02 -8.15001223e-03
 -5.82203418e-02 -8.49528890e-03 -1.59835115e-01 -9.01760161e-03
  1.82984769e-03 -7.37301558e-02 -1.55667812e-01  1.23322077e-01
 -2.02089380e-02  4.91567515e-03  9.28630531e-02 -3.13752107e-02
 -1.30877703e-01 -6.83419779e-02 -6.80245683e-02  5.20560443e-02
 -1.16132818e-01  3.08025870e-02  4.19115759e-02  1.26546146e-02
 -6.21578470e-02 -9.19548422e-02 -1.45948842e-01  8.33335146e-02
 -1.52703255e-01 -1.56920791e-01 -2.45112255e-01  1.09667033e-02]",-20.831144,9.439487,1535,VB,7.336285660021297
production,"[-0.02527992 -0.0996168  -0.00816776  0.13080029  0.1765325  -0.03308106
  0.13383491 -0.02287784  0.03709188  0.02248486 -0.03636793 -0.00449403
 -0.00636674 -0.19337684  0.06036375  0.11970986  0.10000357  0.05608812
 -0.05514496  0.17943488  0.01127083 -0.03147603 -0.06219199 -0.19164456
 -0.16877137  0.10412937  0.06536978 -0.02558487 -0.15076032  0.02350694
  0.0996905  -0.01164301 -0.05122681  0.0258645  -0.06553766  0.18409938
  0.08914536 -0.12520579  0.13978198 -0.09278113 -0.14687896  0.13221517
 -0.054646   -0.06479896  0.19272546  0.00779909  0.00324014 -0.07380597
  0.08207922  0.03547182  0.11773977  0.00131886 -0.00924168  0.05949494
 -0.1419682  -0.05593198  0.15396422 -0.15624177  0.0367611   0.07180702
  0.04864122  0.12434148  0.02894888  0.03359719  0.13925573 -0.04005108
  0.02544553  0.10859817  0.02557625 -0.07593028  0.04698277 -0.06195752
 -0.18436599 -0.12811825  0.0427368   0.05715182  0.02926608 -0.05249071
 -0.00635325  0.17647491 -0.02823936 -0.00225884  0.14668526  0.1941935
 -0.01670653  0.08307752  0.15594782 -0.2645907  -0.0836271   0.10659718
  0.08884016 -0.07882234  0.00710641 -0.10442728 -0.02412858  0.13912928
 -0.17202027 -0.154891    0.06124809 -0.00993841 -0.2572369   0.06391279
  0.08896872  0.00704286  0.02617851  0.09799835  0.03762582  0.0699852
  0.06062691 -0.11719658  0.07854079 -0.09635375  0.02058856 -0.00178509
 -0.05735502  0.07982291  0.07609579  0.04093779 -0.01403601  0.05292735
 -0.02853061 -0.10940176 -0.07526072 -0.06020546 -0.04139984 -0.05469513
  0.11221854 -0.02899911  0.09199712 -0.07851122  0.03243873 -0.04118441
 -0.03242281 -0.11266222 -0.0104058  -0.07171022  0.07567842  0.17511694
  0.10556539 -0.03338993 -0.05066821 -0.03338631  0.08202299  0.04523358
 -0.24334076 -0.1173178  -0.14071868  0.04110008  0.09611721  0.12974434
 -0.07684963 -0.11454424 -0.02965519  0.1392314  -0.20921186  0.09799226
  0.08848175 -0.0597213  -0.21321647 -0.0789005   0.06648771  0.07579199
  0.01819012  0.01084844  0.09305149  0.07125355 -0.04455391  0.18725434
  0.14789355 -0.00176636 -0.07435279 -0.00885536  0.00624727  0.00628128
 -0.19341469 -0.04244798 -0.07938763  0.00927359  0.15935752  0.02946145
  0.00938657 -0.04424018  0.01358223 -0.02855356  0.10465205  0.07925815
 -0.21915528 -0.10172368 -0.07786834  0.02030374  0.15271412  0.02283242
  0.00782701 -0.0392696   0.07761706 -0.14786227 -0.04852614 -0.14994867
 -0.12058819 -0.05429016 -0.13414747 -0.04184302  0.00849349 -0.07080653
 -0.01365059 -0.02143278 -0.18206999 -0.13283314 -0.09001769  0.07578271
 -0.06212655  0.08945212  0.0184529   0.09017398  0.04783383 -0.03096331
  0.16884515  0.11450325 -0.1264402  -0.00669683  0.04042726  0.0816902
  0.11836961 -0.08124404  0.08973444 -0.14968595  0.0207073  -0.00209474
 -0.04428919 -0.00400235 -0.1625602  -0.00397918  0.00847755 -0.07374393
 -0.16201553  0.12060081 -0.01979338  0.00691346  0.08789042 -0.0244996
 -0.12925455 -0.07126705 -0.06718506  0.05129433 -0.11815723  0.03188409
  0.04342948  0.02014496 -0.05220895 -0.0862481  -0.14958139  0.08019973
 -0.14477757 -0.14747696 -0.24242973  0.01466724]",-3.992348,-0.8113647,1288,NN,7.160845906664299
play,"[-0.02361207 -0.10049061 -0.00525641  0.13538596  0.18307887 -0.03461838
  0.13883717 -0.02248849  0.0455751   0.01905008 -0.04163651 -0.00974187
 -0.00569372 -0.19291441  0.05663694  0.12610117  0.10016163  0.05014736
 -0.05912425  0.19004545  0.01715574 -0.02912056 -0.06078008 -0.19702469
 -0.175324    0.10660459  0.06550442 -0.02301455 -0.15532738  0.0241897
  0.10377828 -0.01157483 -0.05318141  0.03118296 -0.06354398  0.18460214
  0.09280615 -0.1248569   0.14340879 -0.08937885 -0.155261    0.12932597
 -0.04738155 -0.0674722   0.19218066  0.00900019  0.01263359 -0.07079598
  0.0777697   0.03755263  0.11193932  0.00460104 -0.01151009  0.06334774
 -0.14195406 -0.06132605  0.16052    -0.14899188  0.03649813  0.06654149
  0.04481806  0.1152095   0.03290749  0.02821255  0.14447632 -0.033678
  0.02636747  0.10983668  0.0221606  -0.0704376   0.04680958 -0.05914735
 -0.18727104 -0.12482806  0.04370761  0.05357783  0.03227442 -0.05691382
 -0.00890867  0.17054304 -0.02531039 -0.0034004   0.14387389  0.19266453
 -0.01487824  0.08335817  0.15855443 -0.2630477  -0.08953436  0.10935182
  0.09324927 -0.08327548  0.00607826 -0.10939694 -0.02284619  0.13824178
 -0.17389822 -0.1546914   0.05769011 -0.01016694 -0.26207337  0.06565498
  0.08745977  0.00948972  0.02354431  0.10026219  0.03198592  0.07022817
  0.05867173 -0.12013629  0.07064463 -0.09577198  0.01932707 -0.0053386
 -0.0539454   0.08298828  0.07722549  0.04290908 -0.01774623  0.04728651
 -0.02920827 -0.1099793  -0.07431599 -0.0625915  -0.03704539 -0.05301432
  0.12033453 -0.02254918  0.09046531 -0.07227255  0.02962359 -0.03908166
 -0.03754299 -0.11808521 -0.012955   -0.06424163  0.07472558  0.17482635
  0.10379926 -0.02666761 -0.04538351 -0.03645446  0.08794882  0.04666288
 -0.24266644 -0.1122715  -0.13867837  0.05036314  0.09723405  0.12836434
 -0.07610884 -0.11521686 -0.02519616  0.13549557 -0.20953047  0.09869293
  0.09399629 -0.05823393 -0.21627744 -0.07808422  0.06705862  0.07089768
  0.01670585  0.01276385  0.09393381  0.07168309 -0.04552631  0.18559395
  0.1457985   0.00470396 -0.07268947 -0.01232993  0.00818734  0.01090267
 -0.19948314 -0.04175555 -0.0788246   0.00828409  0.16256909  0.02986689
  0.01038076 -0.0425236   0.0165194  -0.02438237  0.10187332  0.08412091
 -0.21717557 -0.10932625 -0.08218293  0.02001242  0.1491239   0.01910032
  0.01102615 -0.03673575  0.08109716 -0.14621358 -0.04939788 -0.14942388
 -0.12445122 -0.06014898 -0.13436134 -0.04135005  0.00919936 -0.06732529
 -0.01832618 -0.02188517 -0.177463   -0.12818721 -0.08961762  0.07199415
 -0.06025219  0.09427047  0.02394411  0.08694852  0.04688858 -0.02909165
  0.17142211  0.10631188 -0.12853816 -0.00626869  0.04206516  0.08726363
  0.11604211 -0.07628724  0.09362473 -0.1460812   0.03020457 -0.00497516
 -0.0550079   0.00090511 -0.1596421  -0.00428033  0.00672512 -0.0705272
 -0.15298131  0.11700125 -0.02892967  0.0039781   0.08803254 -0.02325459
 -0.13407332 -0.06856476 -0.06103107  0.04736892 -0.11044574  0.02698599
  0.04522876  0.0186814  -0.05285423 -0.08664957 -0.14500476  0.0724614
 -0.14721787 -0.15200196 -0.23427889  0.00971451]",-7.413387,1.0464112,1164,NN,7.059617628291383
be,"[-0.02406486 -0.09400824 -0.00669139  0.13395703  0.18201339 -0.03067567
  0.1384319  -0.02425298  0.04767034  0.02463443 -0.04046923 -0.00474216
 -0.00066079 -0.19221757  0.0576287   0.12162896  0.0970682   0.05169796
 -0.06438041  0.18904015  0.01224317 -0.03015856 -0.06182683 -0.19644074
 -0.17373279  0.1039744   0.06374324 -0.0246565  -0.15842746  0.02548132
  0.10298089 -0.01013531 -0.05103001  0.02440023 -0.06166471  0.18156755
  0.08592664 -0.12828714  0.1390285  -0.08734251 -0.15526336  0.12728234
 -0.05354574 -0.06660347  0.18841423  0.01010787  0.00873914 -0.06739697
  0.0791411   0.04385391  0.11482019  0.00972902 -0.00755171  0.0540239
 -0.14950565 -0.05511566  0.15979505 -0.14435938  0.04015928  0.07338657
  0.03910821  0.12020999  0.02696087  0.03302479  0.1438036  -0.03471949
  0.03013978  0.10698118  0.02396481 -0.07017245  0.04149147 -0.05556361
 -0.18072926 -0.12704656  0.04723268  0.05036235  0.03755722 -0.05151578
 -0.00918757  0.17005841 -0.02091517 -0.00628481  0.14213829  0.19443418
 -0.01666962  0.08472106  0.15770797 -0.2599986  -0.090089    0.10526533
  0.09290252 -0.08244317  0.00681155 -0.10794546 -0.02837537  0.13245589
 -0.17104797 -0.15845902  0.05756442 -0.01939062 -0.26289764  0.05937744
  0.08923873  0.01233719  0.02167182  0.09717015  0.03439124  0.07021705
  0.0627258  -0.11600558  0.0751897  -0.09433407  0.01974825 -0.00042107
 -0.06226981  0.07925353  0.06885213  0.04077179 -0.01792334  0.05386771
 -0.02893319 -0.1112667  -0.06553767 -0.06439081 -0.03937868 -0.04758099
  0.11639255 -0.02885531  0.09106003 -0.07345349  0.02582169 -0.03692087
 -0.03532846 -0.11300087 -0.00953216 -0.06855474  0.07619337  0.17743602
  0.10590673 -0.02939362 -0.04586774 -0.03183924  0.09083423  0.05077546
 -0.24504215 -0.110809   -0.13794482  0.05310912  0.09786129  0.13450845
 -0.07632186 -0.1089114  -0.02930911  0.1357772  -0.2082159   0.09711923
  0.09157717 -0.05288886 -0.21508028 -0.08442729  0.07115593  0.07149451
  0.01100088  0.00788496  0.09326935  0.07120516 -0.03900846  0.18087561
  0.14068411  0.0052933  -0.06995414 -0.01649672  0.00374153  0.0069224
 -0.19852723 -0.04233698 -0.07880389  0.00578103  0.16841671  0.02378531
  0.0097202  -0.043214    0.01505568 -0.02393527  0.10624214  0.0774904
 -0.22183739 -0.11065704 -0.0843418   0.01663659  0.14437743  0.01524073
  0.01314962 -0.03884494  0.08053778 -0.14723696 -0.04811986 -0.14543924
 -0.1231482  -0.0504578  -0.135467   -0.03466453  0.003375   -0.06685849
 -0.01858641 -0.01374611 -0.18216935 -0.12397826 -0.0898429   0.07219257
 -0.06461064  0.08954258  0.01963894  0.08418997  0.04797377 -0.03160693
  0.17052387  0.11238994 -0.12556744 -0.00850253  0.03449732  0.08025161
  0.12383374 -0.08246452  0.08919087 -0.1466007   0.0288726  -0.00325918
 -0.04943261 -0.00311095 -0.16354264 -0.00978525  0.00100553 -0.06916212
 -0.1511003   0.12263649 -0.02868557  0.00451331  0.09390579 -0.02443982
 -0.13419022 -0.06354313 -0.06133681  0.04850156 -0.11880277  0.03082002
  0.04662016  0.01825825 -0.05249646 -0.0885391  -0.14645685  0.07482628
 -0.14311151 -0.155184   -0.23885861  0.01159669]",-6.347587,3.8289886,961,VB,6.8679744089702925
stage,"[-0.0260696  -0.09511385 -0.00818852  0.14229493  0.18202367 -0.03275606
  0.14511108 -0.02643402  0.03630394  0.02381425 -0.04412447 -0.00987927
  0.0065559  -0.1946175   0.06452319  0.12944378  0.10904268  0.06055345
 -0.05786585  0.19427523  0.00300886 -0.01927526 -0.06491747 -0.2030223
 -0.1790818   0.09947335  0.057129   -0.0343472  -0.15875076  0.0283825
  0.10693529 -0.00603137 -0.05398598  0.02623658 -0.06055215  0.19143829
  0.09179389 -0.12702115  0.14040186 -0.09132997 -0.15091032  0.129235
 -0.04185209 -0.06420965  0.19859734  0.02257184 -0.00265513 -0.07616598
  0.07987051  0.03689926  0.11918262  0.00492805 -0.00835925  0.0549018
 -0.14297792 -0.0575499   0.15383355 -0.15009475  0.04312102  0.06933304
  0.04653136  0.11836203  0.03007714  0.03583696  0.14719452 -0.04617345
  0.02781421  0.10487235  0.0262006  -0.07681774  0.04191611 -0.05381446
 -0.19296633 -0.12411635  0.04611493  0.05625706  0.03753768 -0.05691241
 -0.0069914   0.17979755 -0.02321852  0.0032515   0.14514883  0.20080645
 -0.00936736  0.09025759  0.16283585 -0.2599297  -0.0899834   0.1111348
  0.08883916 -0.07955004  0.00572675 -0.10274964 -0.0215625   0.14795436
 -0.17538626 -0.15146734  0.05594823 -0.0074132  -0.25963035  0.05655485
  0.10130268  0.00774505  0.02417634  0.09390502  0.04455914  0.08362845
  0.0614124  -0.1187657   0.0812338  -0.09018485  0.02325637 -0.00473055
 -0.06318073  0.08264531  0.07591295  0.04348256 -0.02348388  0.05742825
 -0.0248965  -0.10628449 -0.0765627  -0.06650971 -0.0379004  -0.05800423
  0.11994912 -0.02244213  0.09919377 -0.08042736  0.0329548  -0.04509898
 -0.03869029 -0.12327855 -0.00469717 -0.06709396  0.08783654  0.1710427
  0.1115703  -0.03183488 -0.04159406 -0.03490736  0.09117577  0.04878032
 -0.24936748 -0.11738702 -0.13946453  0.04479861  0.0998054   0.13289258
 -0.08412709 -0.1162843  -0.02372126  0.13544087 -0.21326059  0.09994233
  0.0984614  -0.05749075 -0.21828587 -0.07929383  0.07845692  0.07606269
  0.02333342  0.01229754  0.09360886  0.07087351 -0.04710002  0.18537839
  0.15205158  0.00751103 -0.07137274 -0.00763254  0.00479138 -0.00029915
 -0.20523487 -0.0416812  -0.07457246  0.01119574  0.16536051  0.03175248
  0.00092558 -0.05027285  0.01549137 -0.02885538  0.10214183  0.08236668
 -0.2269587  -0.11370382 -0.08533873  0.02509872  0.14748022  0.014924
  0.01590216 -0.03770151  0.07127269 -0.15199603 -0.03832616 -0.14860286
 -0.12370539 -0.05666817 -0.14322399 -0.04329234  0.00750407 -0.07429745
 -0.0109201  -0.02300108 -0.1751787  -0.125564   -0.09502679  0.06901706
 -0.06241746  0.09800683  0.02321483  0.09345909  0.05562163 -0.03636232
  0.17462543  0.12056734 -0.12750533 -0.00399473  0.04363016  0.09065096
  0.12302502 -0.07604162  0.09185516 -0.15944196  0.02084546 -0.00812441
 -0.05421795 -0.00200789 -0.16893293 -0.01323983  0.00429939 -0.06922252
 -0.16069165  0.12424746 -0.02111081  0.00958142  0.09458603 -0.02473432
 -0.13693635 -0.06930408 -0.07231875  0.05184741 -0.1177219   0.02956199
  0.04223768  0.02213963 -0.0584657  -0.09444975 -0.15236665  0.07896815
 -0.15028028 -0.15046023 -0.24727052  0.01749951]",-15.535105,21.318144,798,NN,6.682108597449809
