term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
violence,-0.04545023145419181,0.04948753217811405,-0.050020411136096385,0.037158664563088556,0.017297158136714244,-0.002567318445420021,0.11609717270316161,0.09743957829684065,0.028730290859242058,-0.044787717637978695
depth,-0.033698660915578445,0.021125361989595005,0.019997559252094448,0.050294482611979587,0.004563494616829147,0.00028863011287134574,-0.024787143430834446,-0.002833441695246048,0.01783342532421573,-0.005850487764258368
reason,-0.030776391375318173,0.012481692860551978,-0.011373910676549654,0.0008246421181016768,0.011635370423778536,0.013892147430100862,-0.006092490500280732,-0.008353107706261579,-0.019020935967643208,-0.02063199657161044
song,-0.038209134629873305,0.01140017846521533,0.04602389279961888,0.052754928523762394,-0.012631796677790862,-0.048166252700967374,-0.026341277108751462,-0.015971012923213394,-0.01689983731942057,-0.017492908047164628
chemistry,-0.03025540318867191,0.007829799472167692,-0.008259236256838878,-0.014890042949273164,-0.0182387815458895,-0.0025638238860909387,0.018627439463301032,0.008399515372475533,0.01922626473276965,0.011441413856594198
wood,-0.04169600631645968,-0.03622072169931278,-0.02964315271120468,-0.023426113854103706,-0.043673400779611085,-0.05526974157073351,-0.015807522715012016,-0.00237616710738693,-0.01843855808356999,-0.022133929485162008
dancing,-0.03252207291552107,-0.0134386077620952,-0.0008489516741195409,0.019740771663625294,0.03532802175776869,0.0027906036186144912,-0.014272065022306733,0.029128107702396485,0.006654192944233292,-0.033547024613186
summer,-0.040686869132421706,-0.017602010337423108,0.003943340618703837,-0.008761618003285747,-0.020667389586804603,0.032320878198057935,0.013038379688021375,0.017424875423452876,0.011616420771776314,0.03887630117774563
companys,-0.034586387883262036,0.01437601196253821,-0.0025935399400364646,0.007557793478882207,-0.010267088227937411,0.04537805924813592,0.02246793785273429,-0.016511722200352737,0.013096295689425668,0.04041307388039217
question,-0.03466059709530801,0.03725977589607754,-0.03569042317122521,-0.03198304582849047,-0.0013603990768887883,0.00824471656138457,-0.0626234390721471,0.009775350398999539,-0.03124848332234171,-0.015571941813218238
witches,-0.07618675206263746,0.16230341587084637,-0.2736414717154124,-0.3303636355270111,-0.07774633741373402,-0.19292288690756185,-0.12430308342494964,-0.17075025908942199,0.0013535067595602435,-0.021265584565709168
eye,-0.03142347788762993,-0.023345906356303504,0.0033029958417988715,0.015137266053759497,0.008224912480523929,-0.0008663780038534672,-0.017692482233874093,-0.016890953362969786,-0.006058658404489224,0.01720784816541035
strength,-0.03199135603717103,0.023801823177219184,-0.006275872362964051,0.0012338102535022304,0.005367618961441903,-0.03027325701038635,0.050472019357766955,-0.002178700162574979,0.02114768736684778,-0.029291997327830274
james,-0.037900609557415456,0.016458732259620246,-0.015316591569314456,-0.020890860195959156,0.007439943910610438,-0.012318591673170594,0.020355029724261686,0.005441357142623033,-0.053128478186841015,-0.009014760546362131
magic,-0.036950425449379494,-0.06719731803962281,-0.02027249357465171,-0.00018241034761120326,-0.004470610107561707,0.0018330555176402387,-0.008580388378493706,-0.016656375585238362,-0.005792861477559072,0.023976264754187692
park,-0.04613490921792542,-0.022280725135545448,0.030162246522089917,-0.061347910640357994,0.02143156026238075,0.03923832080847081,0.007138037751443602,-0.018220246666914023,-0.007667294132623629,0.029700820518118815
area,-0.03828661238345241,0.010946532444063524,-0.0015452137156208628,-0.003021875237134005,-0.054459561009033326,-0.027356553150067842,-0.007466680036417978,0.004773569457598893,0.012637600416147605,-0.02375072226686865
decision,-0.03068587335635237,0.015861963834270385,0.00671937367342824,-0.0015767085358105405,0.011642703779847934,-0.008458458754185081,0.0009358720737061821,0.016142951890358873,0.021863915613999876,0.033633277199594525
desire,-0.030529616345446788,0.010894508722310074,0.006799662828949126,0.011163585335292317,0.007252814866550151,-0.0022892805551293924,0.003940151539487865,-0.010197599783145644,0.0037913600686570984,0.004972678234558696
cast,-0.055536587020627665,0.0073347009101928295,-0.00023920766826355806,0.0027692015301044046,-0.03383046898429016,0.014832669366654595,0.014766010441060969,-0.0023388133702251816,0.025690547833111754,0.014641522695498139
verse,-0.036381594803528,0.006151977607786871,0.026717752157655993,0.007568928718556495,-0.0005189123865210135,0.054250322472161716,-0.046917754114971226,-0.01627986672201607,-0.0029073914225181334,0.03706282461107242
children,-0.04583821044128886,-0.006918684091186859,-0.08254261781379517,-0.064618275465245,-0.004568217121950325,0.024964750633201915,-0.021632558584678323,0.0008742749559021868,-0.035800224490998116,-0.05501327498132942
points,-0.03085046191930694,0.019762531098749887,-0.0023274960023932176,0.006502407231798245,0.0029870602600461944,0.02784927528037212,-0.02940431386310749,-0.027382295464351843,0.02791089593442987,-0.00830746326866464
film,-0.0655719444266012,0.09415777595042704,-0.11433639997544343,0.1874104274116463,0.24607442158689927,-0.136784461814449,-0.32063278620429775,-0.1903822125923684,0.4092120208358824,0.021153787434019425
pace,-0.028070779799162702,0.010097050750781152,0.021631139278301414,0.003967288263820502,-0.023011622917798333,-0.011189081836491007,0.02141871526048022,-0.003972359121235045,0.01509720795487318,-0.013496299695011727
husband,-0.030184641646633755,0.04742794178822631,-0.050743858668039,-0.04550696768402525,-0.01777772757626791,-0.043607274514589824,0.020772675551396357,-0.03885481336245951,-0.009081065674350096,-0.019387959104621773
feeling,-0.030731289208981293,0.0028938702654639,0.0043699702354000666,0.029360342473011725,0.02658637185824599,-0.037092055391087224,0.00851301537780286,-0.027238344616130238,0.016475544227217302,-0.007900294477048835
sword,-0.03032459197551889,0.013767969972118502,-0.03343667882358179,-0.009092325798702788,0.01472088943789495,0.010639463968607203,-0.004357313271368994,0.014003349983850642,-0.00748439548939026,-0.003334290425707981
actors,-0.068799495396374,0.004140514127265044,-0.019854574913512547,-0.02245625281786708,-0.005179477643513695,0.024931887925066176,0.003678226681103646,0.01099866707778767,0.03928718137055531,0.031784482928278325
scene,-0.0744843334952529,0.03680447315388139,-0.024769986316486556,-0.01950583002524749,0.012870817307962436,0.006496546194588262,-0.0010044198993689256,0.018304757634953712,-0.02658697252104964,-0.006034165931442983
kind,-0.030255447998455295,0.00981886358210681,0.0024435901733755572,0.02056708520209361,0.003981018549099649,0.008905078525690101,-0.018352586776926014,0.010463342027380963,-0.006103258875554831,-0.0014351778172318197
attempt,-0.03201987056930077,0.017784285585211074,-0.0005784687324876364,-0.007202347321968384,0.004810738351095647,-0.011786910312906327,0.013073236931659175,-0.007796358516089926,0.049827569239862986,-0.029481724252081943
round,-0.02817035726534175,-0.012649861360079473,-0.017572355596785043,-0.016488615173332055,-0.017369770030917702,-0.001564089660045451,0.002840579532035559,0.004104078718626426,-0.01158035060864867,-0.004090499594045279
ability,-0.03070438097730609,0.009336550507024496,0.010684719466164868,0.0010514537749455322,0.011833035556220225,0.021662771246420395,0.008611326881719669,0.013920860030814372,0.01592976444998279,0.03038758788990705
control,-0.03025481466958531,0.017605438866176427,-0.006025810442563694,0.02333021060650921,-0.0010961824640594803,-0.007105749001536838,0.030393586356738563,0.007883968336588748,-0.001421784484187547,-0.02533474543921728
themes,-0.03476050337084423,-0.008031275132560132,0.00629547943770107,0.02307838625926353,-0.03221725156999445,-0.018583724213093795,0.035277892317714075,0.012005285957893498,0.04703195797786663,-0.02302062717231029
hours,-0.03292604329940264,0.020539776136839074,-0.01486291741063864,0.03948497564254254,-0.004435774118593204,0.06811330054056142,-0.056028927775108234,0.020945125158555705,-0.014059708654434512,0.025167958913216604
quality,-0.032285148531944245,0.012156065209239737,-0.007112434123141814,0.03473694471813263,0.0008575945541079322,0.026117714071188,-0.021550587751231583,-0.029732403461186337,0.0550583188387839,-0.004499905997571937
cross,-0.03215776405035893,0.014203641354973219,0.08395684082736012,-0.03417479499316549,0.034824465171586654,-0.03105162091828452,0.0037273297994751954,0.00014777916805773652,0.013305312609390073,-0.01197452329727932
fairy,-0.06010842737135791,-0.25129599428052135,-0.06094856202848969,-0.022469003148979986,0.03787414366839135,-0.01556109062414501,0.008823392839926014,-0.036812841645752735,-0.04038914215898558,-0.007254351325977645
gold,-0.029996871247313872,0.001722450102904659,0.010865271594666045,-0.009789693415293978,0.011399515044600943,-0.03052204788306002,0.05132823664568033,0.019191641197731875,0.0021185988943911997,-0.027753329784636464
star,-0.029751035999260052,0.01741541353157233,0.012763967336519468,0.03265781087211896,0.03781366962673008,0.01364855662303955,0.013817071000201922,0.0318302997008536,0.007342125194156672,-0.02538083057527735
mood,-0.03047835630327279,0.008500373183825478,0.030488256792529516,-0.030272187130489854,0.012335539201149687,-0.005024370634422016,0.009532412670409747,0.0008467751488624541,-0.0022890305890048545,0.003495377098770229
wit,-0.03253519612876735,0.012459374252849403,0.06689749075174892,0.011829013934101799,-0.03927885613214746,0.04120541967069982,0.04094892614622973,-0.07306322527313687,-0.0075149975010835824,-0.038064180685757315
era,-0.03175909680776911,0.019896788873444034,0.012076969039092418,-0.0054947164794726545,-0.048496624719192874,-0.018466624582643573,-0.02095641075009164,0.0033752076792542282,0.03954537527363526,0.010642750862024293
mother,-0.03142532013501107,0.014736350668535198,-0.0023301304203117907,-0.000461129524479868,0.0030670783554372313,0.0480802561189632,-0.01070562526143921,0.037223178964526135,-0.030755217800577838,-0.05302072105759182
family,-0.035129337205617485,0.019788026116934424,-0.017909936652935853,0.02009272927586468,-0.00045795811465383374,0.029442766666124668,0.030102281541075818,0.0639832866867775,0.008813174188319265,-0.07124978174941611
someone,-0.028203122818130224,0.006185732820905727,-0.011697985545638626,-0.01485570165919332,-0.0019196639874215012,0.020009499433651386,-0.017065164411325322,-0.010444874577704266,0.0021079594919997144,0.019296783842992844
ones,-0.026003397111113713,0.0036581367304700067,-0.01829261895479295,-0.0031949455970501166,-0.004015822602396212,-0.010069532404936644,-0.023241134083570942,-0.007448498689570728,0.011894465108847703,0.004627205928319333
fool,-0.037434556217060544,0.022178656294436244,0.12066824396660514,0.0001411094352102552,0.022401468757996788,-0.034821131470332604,-0.05414702433307108,-0.010965306323085277,-0.06034684464514968,0.010331257537858563
home,-0.028850531747511496,-0.0009214880329446982,-0.014888247535289048,0.006039663395321767,-0.02093819702460204,-0.010013649758106202,-0.04187549632490733,0.022050649490704528,0.015527940639365245,-0.013154476236605919
atmosphere,-0.03174966555140171,0.02533957372819158,-0.012913420641637766,0.030542072316410852,0.018132919814779044,-0.031666828967611284,0.014849323735637613,-0.0007311001697973777,-0.04368530863147747,-0.03446563844624712
casts,-0.03126269249366887,-0.005364746639536479,0.012819676966590667,0.007448723659861913,-0.017229485884610856,-0.013006423410086338,0.08086055356321183,-0.0020308311351794964,0.06355417237601224,-0.0273204669080835
pieces,-0.028128848956834707,-0.002074926237922834,-0.014464329906929701,0.0019705516518152525,-0.010365398330688254,0.0109360510651207,-0.01566809756787314,-0.0024649976041806656,-0.013390154752869934,0.012949881359799322
shes,-0.037678472085025824,0.003997863457246969,0.023928006050780368,-0.0013387076636177174,0.028627094440536262,0.017172979932614574,-0.05737450023656904,0.01131408998162,-0.022047905981837923,0.020515509129466168
confusion,-0.02913274197141616,-0.0012459353356897396,0.00849803881154972,-0.0167790308608762,0.000339224382481803,-0.006845327176132086,0.013710689715046043,-0.006364770687584609,0.011095152422063175,0.01382722395137746
child,-0.02960345310248928,-0.003952790779977142,-0.026984931503864953,-0.03833109419216903,-0.0029295647216425074,-0.010965745527464597,-0.009034053831010982,0.005094001904640204,-0.02232250931320343,-0.001997278706607729
art,-0.03268832401278529,0.017173371887856732,-0.01622988577420773,0.005219697823166265,0.006376989591564941,0.024110133807005333,-0.02162760945011758,0.019298228999905662,-0.034809583674546236,0.011257461899814289
suits,-0.027429642541790294,0.010169394211223747,0.011466589846281882,-0.004007642704841152,-0.03719337418306663,-0.016438790845770126,0.06826682023778298,-0.014987700391657387,0.016517496095924507,0.0201928983931404
colors,-0.027992583186753794,0.0017177495013458695,0.03607055757886724,0.00996128979922067,-0.03819403722509028,-0.06612503855329148,0.04271274591654605,-0.006894385174002258,-0.010805160842207805,-0.05271041543692995
son,-0.03624587262180612,0.044103408923530714,-0.05640773077155069,-0.04860934638282247,-0.03476525500553586,-0.021134797754929786,-0.030292734803584166,-0.013895622744626433,-0.03351235418987164,-0.03751626851040354
laughs,-0.02866905084336512,-0.023242936944816498,0.014940212838435312,-0.009758754875597351,0.016498804246698917,0.04658746416083441,-0.01399023244333289,0.0039823864707978825,-0.007114289692492969,0.006262560832503834
soliloquy,-0.03083348873083156,0.032986274780644434,-0.029187873407606146,-0.010668080774458839,0.0004547575277970165,0.017237310757431006,0.01814030130097355,0.019298737120237747,-0.04104939532109465,0.006823219134237257
trees,-0.03172057690352332,-0.0335608730805887,0.029363730434088502,0.010415071609323477,-0.07849892235367827,-0.05158512318690238,-0.03828702697147535,0.00912215812065434,0.0011948457737259968,0.0016026910298508976
girl,-0.027685401704070606,-0.020104537004304673,0.0003143765739809538,0.004653442566433218,-0.003908060418176167,0.013148943498866698,-0.035609022519031065,0.030452688375524676,0.003310407764834958,-0.022510166039526904
hour,-0.028225573985279858,-0.0028612671972469196,-0.006570852493286936,0.008791308309920184,-0.015338318092324018,0.012259737341269608,-0.03978474835297001,0.028006152540121846,0.0037956995943644843,0.005379861380476473
lord,-0.032710756708295805,0.022015138659246213,-0.0019496325249029583,0.021923555785344172,-0.017633304253901493,0.03409261480131699,-0.00025648844819545734,0.036049383501181274,0.037596643846101334,-0.06687176932596178
talent,-0.02951474752944124,-0.011238633986270891,-0.015550936322660443,0.025488589042137903,0.010711468844951316,0.015880388183746062,0.015096604737163023,0.008751450728261776,0.022113806367501956,-0.022713218402589046
movement,-0.030050799586748216,0.0023810244426385953,0.0027439897090265728,0.01698973594157087,-0.017927488904677998,0.010035679121460642,-0.02543018047552965,0.004335740780680154,0.014082436913426115,0.027193922626220647
marriage,-0.028749674500036557,0.014756711128118345,0.01146874994400185,0.042234997709841564,0.006094518017610322,-0.010968628208690026,0.04017481870607873,0.026837906112505614,0.008410744837843915,-0.05626046164988156
jacket,-0.029452545983790157,0.002760334870339787,0.0008377184238024378,-0.029567218386406486,-0.01251652434846847,-0.014504558488015927,0.02526007084599613,-0.004939861877522129,-0.03283607286812472,-0.04576712092122876
curtain,-0.031978131323027174,0.008034760410789534,-0.010184869937548528,0.015992315295319026,0.0046959582144162305,0.03039244124653125,-0.019313569372143694,0.02647975290678361,-0.015159624502401806,-0.01732120692736471
script,-0.03490504672449046,0.015078100529361,0.004346593148015646,0.03437176212195513,-0.0005839766711837193,0.026406985873899124,-0.045553264421594915,-0.06007955082508414,0.05853668722786071,0.013243411524869284
room,-0.02962297417076552,0.014126114071001023,0.0018968146473130375,-0.0072183604378851214,-0.020974519310505566,-0.010208778989919357,-0.020250723935450004,0.017173172159347008,-0.013159946800730434,-0.011252782621813572
acts,-0.02789027240954436,0.004954600680959211,-0.015260868527064845,0.009832835692147709,0.0052705393509050605,-0.007886509360785218,0.03066352393755682,0.005284963241437452,0.027143435346187586,0.018082499671816507
return,-0.026356657696136182,-0.0030988984052739586,-0.02181659884591947,-0.004885794050155951,-0.009049263045529254,0.03944270720814308,-0.011296992213111758,-0.007739942096467752,-0.013013961535659748,-0.01879720408100604
form,-0.02889350379680261,0.012797062808850849,-0.012592186992522056,0.0021788839581314144,0.0005968978712089045,0.0319010845894632,0.020907010635077893,0.010312432696545451,-0.006518949701569232,-0.013995328997380818
plays,-0.05759793622533134,-0.0012092925241933418,0.02205053584021173,-0.0002963211769853503,-0.0036685051915089128,0.0030938432455494616,0.024487046109153896,0.00011280509551868704,0.01618637969497764,0.0012946258828180556
fit,-0.029976597753655937,0.030242490606772726,0.011778259069189646,-0.019633394605981805,0.0012420351311997467,-0.006102526520870885,0.017343569900379153,0.001566037715274686,0.02064213724172832,-0.012128572886278697
enters,-0.028549205055326477,0.006642960998538299,0.0047081427924702424,0.007224822589737566,0.011660942040919556,-0.01506757034052149,0.009688780641391687,0.021282627114855394,-0.043582933817535016,0.01279015519082713
wedding,-0.029971051526989954,-0.03407072813662257,0.016603741707256685,0.03628057373485672,-0.02153270300638612,-0.03804387688226787,-0.036209968038413996,0.022811342866475022,-0.012575959651427134,-0.008276976428689893
doors,-0.033007963174472015,0.00614868446870316,-0.019901001329099822,0.004773687105025875,-0.005848216421262391,-0.033940393010916114,-0.013836926521844888,0.025313492307789034,-0.029265971659154826,-0.011387739332991099
business,-0.029259310853478892,0.0007025208559965195,0.005527346388598025,0.02023922466436291,-0.015333454810197527,-0.006703092885110961,0.0237842467559435,0.022211903158434323,0.013424754031522925,0.0257584590696835
vision,-0.031037549978317522,0.009860508647477523,-0.007004742693756273,0.02844296621132383,0.0055050549198752425,-0.01127674297372042,0.019039496442983476,0.012570882721392857,0.04206023657304369,0.03633474446190819
city,-0.03113707282112214,-0.027436016461856522,0.009565493440858027,-0.0054346370963265014,-0.0068645546929020935,0.0020572270796764746,-0.01398629114544314,0.03430520589635749,-0.00957110142478136,-0.01656086945365267
laugh,-0.029516572788408267,-0.02471457785812288,0.0436288775271333,-0.036443576175366685,0.02020420362693636,-0.007793149704970135,-0.014571925686167017,-0.004497043703852973,-0.02181484840609099,-0.013646715272365112
balance,-0.025199942187372468,0.02054521630564842,0.017739020933251404,-0.0027565372191339483,0.0004720417747587423,-0.017975626180243474,0.045238592409052265,0.023207221233672148,-0.012359333683067407,-0.019190730203764814
party,-0.03215176113886357,0.0273850172742748,-0.014918756293239641,0.012175303609629451,0.025957447043436256,-0.02152576035343819,0.0262762133883624,0.0467661017292675,0.028235859741058904,-0.03349780156031535
revenge,-0.03237841188125306,0.03786204650458363,0.025599760406111182,-0.023053547514740834,0.04368909812763131,-0.01676080280320543,0.0021498054983491895,-0.021176715394071677,-0.033521752504133855,0.00813030734166405
events,-0.0269607772930041,0.014371424135812463,0.003407965978590061,0.011741595167490395,-0.025044179937545753,0.005205578938098099,0.04119491246104477,0.018507935974609136,0.014976768868551938,-0.019350088322280242
sight,-0.027304519882240273,0.0030477668024860437,0.03131971245757217,0.0033737488562698304,-0.014424677216185003,-0.0019838633736788194,-0.023537196694829284,0.037504097841729214,0.015206242127612204,-0.02654455299318059
woods,-0.04626832046919509,-0.1180918938764114,-0.030126196016656046,0.0005638836874829341,-0.021362692057167842,-0.021004620383391726,-0.02747132125399008,0.02829802447131362,-0.04592454112102793,0.028067107152300465
addition,-0.026698301575055455,0.0006586806455653971,0.015850830993932467,-0.004804325543177922,-0.024684982126221656,0.004858413531280872,0.040484592830039676,-0.013192836926000697,0.05418161572559449,-0.02449189545106475
opportunity,-0.025761764645734028,0.0012052962806828656,0.006244148587749898,0.016407455238977374,0.002866365292128676,0.03808107862405196,0.005736699013379609,-0.002556614601570171,-0.00021112343140061553,0.010922673475308682
band,-0.03677544465540681,-0.03360182099537236,0.04255716816030162,-0.014776408069260068,-0.03974660472485428,0.003939752426777842,0.008271376160901931,-0.002679084715105887,-0.039610823121289385,-0.007312336747205127
worlds,-0.027957984916663514,-0.030733774814562485,0.02217060133532924,0.03856340064880288,-0.06309989977693611,-0.032113870094224756,-0.05436472074743973,0.019903342830129817,0.010876408866928563,0.009060070836668653
richard,-0.027857726251463887,0.013711124034303515,0.010710098891388383,-0.00023466905687217986,0.01783463393335149,0.019333875553043126,-0.03938583903975779,-0.0031691178414537417,0.006402070299100373,0.012978044226218486
timing,-0.028492071629277253,-0.019399540051718924,0.009581546847462773,-0.010873178357675409,0.010368211063467577,0.014984326036301121,0.00828198393957326,0.015255488402444492,-0.014835823587115986,-0.01734359571621804
adaptation,-0.03142870951788323,-0.0009626509639241022,-0.005262323080816147,-0.011592811718852538,0.04081555811108774,-0.010310125971428628,-0.003678661615482388,-0.013885186258657131,0.062113146999362136,-0.01474678057783696
sheer,-0.02529268002047624,0.006942803781270639,-0.0031189348725006337,-0.010177748052924724,0.01991602350799202,-0.0018753701410253252,0.008871396870641245,-0.007409760446641802,0.01179111063671542,-0.020876590380777826
interest,-0.02766430269040327,-0.007780260441755657,0.010391531659676358,0.0030998933900416884,0.015195965811440306,0.003136554122438461,-0.015292711918980408,-0.0005159513727677743,0.011421956260753593,0.020473669861644662
sounds,-0.025766100676332834,0.0034580151991302588,-0.018106272344503155,-0.020861268529445032,-0.007096096852001942,0.008979611241435264,-0.00022830791613813938,-0.01715291626803531,-0.017383755976999638,-0.005215311015286788
bed,-0.033488783959383255,-0.012930438107911255,-0.03387229104117533,0.01615876486886108,0.0018156518474153947,-0.06567392412151742,0.0028707083979650065,-0.043777011703166335,-0.07096530155357135,-0.03710276754514842
range,-0.026228595017038767,-0.01251818457173462,0.009855657846330966,0.01436931987196435,-0.03642543098257106,-0.0049245699838078374,-0.006128356841656811,0.010959813483539594,0.020505559451275586,-0.0306811469262783
chairs,-0.02719779442878911,0.009365354527696148,-0.006527185838423967,0.0011874454915541772,-0.027133175155938827,0.04850192595585724,-0.014041974078394253,0.0044925759320588,-0.003927674278327573,0.010592884163112838
actions,-0.028179393750060594,0.02663536802358612,0.00030204027028698377,0.005069702035572215,0.006165274953818788,-0.006464185321492361,0.024914738526895096,0.015482308440356137,0.01775706716242685,-0.0516155897644464
pair,-0.02349809614759893,0.0010229880891420874,0.007260152677384918,0.0020746435928431853,-0.005291782755098078,-0.0014464635088350336,-0.005390852222040548,0.026955479418219463,0.01962476146236116,-0.026224852520359394
j,-0.026447965746254024,-0.002785768978754988,-0.022836326229000888,-0.0075395224495934,-0.012999308706228823,-0.016518820309493323,0.01474647898355907,-0.0033230363518844965,0.011712718733939571,0.009776018714552121
ways,-0.027184156924523997,0.005763076999843925,-0.011339656100880405,0.01175301118380123,0.0386081338684549,0.0006325299700926164,-0.021708606972799634,0.0036336662946508734,0.05742375054487117,0.02607832835892767
troupe,-0.030932477584958144,-0.01756244098707146,-0.002946718460717431,-0.013420873964391827,-0.02551885922095515,0.044535704182747105,-0.030933965966989177,-0.025001621100296217,-0.006759153328564457,0.00955225888361979
anger,-0.02908827948300707,0.012371842988380184,-0.00710585939808025,0.032766285388980985,0.023517680578599327,-0.004583809420370506,0.04367952782306764,0.010227871604515042,-0.03548059303351082,-0.0400279899334037
figure,-0.027712140125249096,0.009556357159875547,0.012358011985034443,-0.010728883486521169,0.018655151522242782,0.02218731389438748,-0.008330290369927345,0.02991431820869398,-0.025874431952119813,0.00896667135703068
grief,-0.02735441383435366,0.025277365117429673,0.024761297889940952,-0.00025929889183004935,0.028075580094484437,0.009932888122012326,0.03685506198613787,0.036784573313682865,0.006344705862249117,-0.010159382631301126
loss,-0.025447884568060217,0.03006179720538467,-0.0026727133336345078,0.002050475562618312,0.033216702869989505,-0.013846684152900501,-0.002327440857669702,-0.01419585902352822,-0.018352052048387288,-0.010575101067829487
class,-0.02726500323545879,-0.011759173276870058,-0.0009796432040594398,0.01168770674136874,-0.008189934252341808,0.00969710592528164,0.03308984281180834,0.007278529350113098,0.04984142553598604,-0.027387180292505593
daughter,-0.029587028427653508,-0.0034165138011693114,0.0003654901055299081,0.019411326658764383,0.002747366903541555,0.0101299052097341,-0.01790334775388414,0.02275040591945995,-0.03638936508068354,-0.03339380248931525
affection,-0.02664171799717397,0.002731919248137061,0.017339143794322814,0.009302689491574444,-0.008071685147300134,-0.02271093529930325,0.0566518470890389,0.0005846510480009714,0.004906622474676948,-0.04359025381258749
director,-0.03715334804737617,0.002114519371763633,0.0012957890871065744,-0.0037988922580026343,-0.014897518594639753,0.0029459905369576146,0.00542477219899508,0.008299494766406608,0.005870090087777756,0.0007767664044024407
transformation,-0.02838742524000574,-0.02059490349665877,0.006581417245232467,0.013555239028211749,-0.051668172150753575,-0.04959977849666604,0.025686835511279264,0.0009988867310595298,-0.006297709714896358,0.015028310965058267
lover,-0.02584633567084411,-0.0327279676196996,-0.0101809524530075,-0.0014685708421712314,0.0009380271075017362,-0.019690427610144588,-0.01840484538495875,0.015060958953155151,-0.01652566656042699,-0.010458249733031905
box,-0.03446460676444225,0.026425231188929872,-0.02105639376354314,-0.024909210418888703,-0.007947215538652998,0.004829071852022459,-0.010409751531332048,0.0281010851460474,-0.0359883568903025,-0.008246767080321361
flowers,-0.031398213164220985,-0.04799649825150675,0.014142851946739966,-0.0031302467814871776,0.030670605417459848,-0.0005471717710680502,0.0026304965757563557,0.024204990712738173,-0.0016678695438126913,-0.04399316605817633
ladies,-0.03361239054404284,0.0037018758073352935,0.019956362267271998,0.022020027618232258,-0.09834855045042933,0.15298043585008328,0.04058987228464635,-0.16945846504092243,0.027293245706590193,-0.0018678076266316827
accent,-0.026740406850533156,0.0014455593187589328,0.005923108445301347,0.01711212630335347,-0.020352060542250874,0.03497781219754442,-0.016599923398877857,-0.05520786922608032,-0.026630546115916084,-0.008423198015526568
emphasis,-0.022191912274699733,0.013431787599934958,0.016429477440323404,-0.001348298773977705,0.005068470329324066,-0.0058995594568405025,0.015733008864274037,-0.0018787572788262837,0.00042582946296018995,-0.025423689477151214
tale,-0.02403987544701588,0.008554595846547915,0.000946455522140668,0.007483536041614999,-0.009427648999056768,-0.00812021959925613,-0.031993326404043586,-0.005794164779166912,0.0016997035555012595,0.011911186003964472
highlights,-0.025068592793080664,-0.006754000201573165,-0.007828855391969581,-0.0019399993701723602,0.011084526118188444,0.00681418497077805,0.019314332164738837,0.0015030048271942457,0.016794869771586417,-0.017844648783835796
robert,-0.026974424126191186,8.114035891489952e-05,0.03285524581033654,0.004345468276447616,-0.011984942493484394,0.0061682792673390385,-0.01564218966612392,0.0006835673132967345,-0.05128999867842058,0.04504390261259347
edge,-0.029226733769095646,0.004976610721667389,-0.015302988457319122,0.012109771875551662,-0.0020415340084668798,0.0353926897127057,0.002500588158630577,0.021190671800256248,-0.014973313038360605,-0.03514967500191071
series,-0.024193037564379724,0.011621638186634505,-0.012288954239996278,-0.004949150209416793,0.005451409930625275,-0.012757189659213729,-0.03296520315313914,0.002547875309366201,0.02534505333272969,-0.004712516847273341
university,-0.029073601382532507,-0.0074132095147023186,0.021936983473193273,0.02865778422888625,-0.06302364303121591,0.03141768158108037,-0.05883217828020032,0.038393848585620234,-0.06642493932955927,0.01370121062915797
grace,-0.02693471904594943,-0.004976313030486191,-0.015844617633526226,0.01732124821517164,0.009921092297126486,-0.0014881421456860947,-0.012843318100974426,-0.04267013013836898,-0.00957490716568026,0.042028539407076945
living,-0.024246891966484874,0.002253804762902189,0.012245889515191611,0.0029164752959304706,-0.02816751386039481,0.0011093362320980862,0.01565090628956999,-0.0019169078921143553,-0.010393253378941689,0.0030931587114264346
element,-0.024968636552849414,-0.0013025405636003756,-0.01802904333323876,0.012550744773284729,-0.002694207775001863,0.001945674584526485,-0.02031038132680867,0.017360428790476577,0.03290762777066558,0.017329057390135016
force,-0.025195335037627154,-0.00822380686838943,-0.0027440579380011085,0.019645896651495243,0.0078118956189081185,0.0031683733567231,0.02198610581364944,0.021702529856947424,0.005278403999030909,-0.004191514626359218
theaters,-0.028026766574045188,0.010509343400621585,-0.0016298824294407165,0.02085458878671343,-0.002576367276570639,-0.013584944679443729,0.03417655823271642,0.001531922409760758,0.0481538368762476,-0.0008496415816725421
impression,-0.020951417276113635,0.0170942434730613,-0.02048350287677978,-0.008039217127543874,-0.02587959632136856,-0.01755959991470534,0.016149883400920294,-0.011692864225681969,0.002293714005812727,0.009962836146941045
anyone,-0.024465376118943366,0.0014453217978313377,-0.007687169835691032,0.0029329352489961187,-0.0052016837271083305,0.008874581729756255,-0.012366614363014079,-0.009730418450645718,0.03276939535138556,0.013411563713780635
none,-0.023261671316189638,-0.00024201548259164367,-0.017821353628581053,-0.01791992857913633,-0.011435517008486398,-0.0031933229842668544,0.004197893405945578,-0.030195088109505087,-0.007185735374573785,-0.006018925762773659
sings,-0.02325757673577812,-0.0049163531486554396,0.027593180410787333,0.01206109848321869,0.013129122775711176,-0.00549233063211348,-0.016722501271082782,-0.006565351907971408,-0.018851709768656286,-0.009336484707651208
