term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
lady,-0.07079078102456349,0.10748055074758783,-0.13074200215184723,-0.19003214555217426,-0.04356105446707603,-0.0874095528725218,-0.03319034440354096,-0.03204936861138396,-0.01803683780372574,-0.0760078599467779
speech,-0.048872072026383884,0.017857252118748626,-0.012778346651088266,0.053421986503268265,0.007642739099394079,0.03800637781383342,0.0008102988609102611,0.015050030204019243,-0.036055768823631484,0.021435464246246084
presence,-0.041338720773069236,0.010719176259255208,-0.013961286211018206,0.007059973754120326,0.015407487514999568,0.008584143447113992,0.004531785335313433,0.011482675595080155,-0.01759707295968671,0.032859659446929354
power,-0.05032204487128439,0.04162750990374048,-0.03278992069321291,-0.0009612780588180907,-0.004601471555606157,-0.08267051261942378,0.04680281592149442,-0.002389076048582648,-0.0038142916448065784,0.08886949110129813
dance,-0.05981803150008906,-0.06045048981943631,0.012480787615423417,0.03586909305645691,-0.007647256616965787,-0.0033621622603917465,0.003985175337423835,0.022032425040951216,-0.043992721200884814,-0.052106671553835485
case,-0.040121790748118384,0.0014546431373760411,-0.014669631090093165,0.0014344495580276028,0.01020459956060884,0.016383142804280288,-0.01073174680577695,-0.00462661211556095,0.003238217042852436,0.0013454210969239527
side,-0.05072724646116523,0.003531345975927032,0.0015377679414327842,-0.006647202270104374,0.024587962174943467,0.007937223645788739,-6.49698000172996e-05,0.05106946264164605,-0.02361208604665696,-0.03310388166050416
contrast,-0.044872174712815835,0.005383002275165023,0.002211819938147589,0.008188379863373233,-0.029780836498406096,-0.06268221716155346,0.045269624655280845,-0.026512427701115303,-0.0017837206052537665,-0.0074331664703693266
members,-0.04970243144390953,0.013954041418299132,-0.013064893934170924,-0.00295018322173761,-0.010865879074434575,0.045202160965646464,-0.03194182530554424,0.02884331367258826,-0.005990762741504553,0.047409317442669865
experience,-0.048459483721696305,0.008154823073865492,-0.02367929199103634,0.019646229082143814,-0.0026323984548719563,0.043336697658154996,-0.0199207902645249,0.0378558759273726,-0.016199056048659247,0.012709539245413005
style,-0.04194740433239698,-0.007338845415807134,0.03535061343875062,0.014154988154773417,-0.02420215816470417,-0.0323519038622493,0.007162898844092366,0.001172315338505912,0.008820709062924212,-0.007488237981140743
midsummer,-0.08207662025600566,-0.28668671383387395,-0.055417420148739405,-0.025516205341805865,0.043592159964663604,-0.024533588076689716,0.024998293903977648,-0.03925034121401814,0.02974848099534259,0.020540280005398787
year,-0.0513582248435997,-0.008055809600292391,0.02079949983205123,0.007608635384434129,-0.039147694112860856,0.061787716626625994,-0.03298786757127226,-0.01003102882713889,-0.001694437434397293,0.015051589679800395
version,-0.04895220004131669,-0.03598874215913401,-0.016013910115003593,0.010909192302840053,0.02035222483128862,0.032257975799914955,-0.05866920222083609,0.01134345357716906,0.01213382464538662,0.029813650457177616
piece,-0.04604486172122622,0.02438766562532619,0.009335102728294178,0.003296253726539367,0.00875457853774018,0.043563696327547335,-0.028691813709203224,0.0020148176735572433,0.0020314639564326465,0.01640291600866923
season,-0.048112413852397055,0.018390412970419483,0.02559876774422294,0.0032386835958322932,0.014329620044270184,0.025690862184017234,0.010040667084497717,-0.0017959699560608257,-0.016205245269924267,-0.005258014425677776
others,-0.04358052207944586,-0.003416464691988865,0.005601875861042342,0.0052374494750803595,0.05004394371276171,0.017090868896997947,0.015572338499047576,-0.02395637825508389,-0.00313743467065356,0.025570039644047752
course,-0.04100804503239312,0.007060527278508989,-0.0028742098172205694,-0.017136712986730942,-0.0015211800641722975,0.003072648702270304,-0.015622572408361506,-0.0034915354999519267,0.02040948262070983,0.015479694566048844
fact,-0.05685873066930614,0.025862333864249916,-0.012850823035156129,0.03468309401425103,0.044650758049214326,0.04973862005746197,-0.06727557574653965,0.03465970657290241,0.033298768661599885,0.0066627625605641064
help,-0.04175304897450413,-0.0044643920207573075,-0.006184075259762734,0.012353688977462338,0.026396418385710982,0.009625119822592927,-0.009952865689862353,0.008893751660064944,0.0008031916568449242,-0.005731782154864248
beginning,-0.04076157953996831,0.008715927323600712,-0.04317747076023356,0.00684377960364162,0.011750267263140088,-0.05557690492278727,0.029060649567364694,-0.020762088861198808,-0.0039548132175218935,0.013068841768200482
interpretation,-0.04388932581419753,0.016800607810450858,-0.010326711143132118,0.016084703275432367,0.020707158007357826,-0.01265076567742652,0.0038476445248066815,0.00570707384376456,-0.007460589465661135,-0.014036048041338378
energy,-0.044831280617158194,0.01193367380986762,0.008327685310885492,0.009565693259155371,-0.02036708102020011,-0.0049655067235778,0.04364121255705962,0.025405086632155807,0.026821949050064003,-0.05810260116152399
result,-0.04284933826435991,0.01646739428319936,-0.004950394786502627,0.03464062601968188,0.004212313420393472,-0.043386752767985495,0.06016770344481344,-0.0003367709795064461,0.04022421164808472,0.004226406204965572
nature,-0.04603661274172185,-0.020377887634635855,0.013378559540371456,0.026270021949583746,-0.028565589555920326,-0.06722049202304776,0.01666085247314571,0.03618683371122501,0.030344622885688857,-0.0009770264240513953
humor,-0.04714559580854263,-0.00950003656004049,0.04937645838611799,0.006963995458379874,-0.057074704505736346,-0.030445467186006155,0.05152250065000246,-0.019746409899739796,0.012562944376148157,-0.029829143999769832
fun,-0.04716656963062162,-0.026405067727483203,0.04071909244152906,-0.02375376754737624,-0.009931289206273572,0.019503262522415986,-0.019834279816298362,-0.0032507532528005876,0.009021888577057583,0.02905913397412771
change,-0.045065171787095445,0.0030214574269288373,0.008036984356492582,-0.009690074619360844,-0.0023364482078379314,0.0015015417781286421,-0.02703065887701571,0.023114918613081764,0.030722673100136526,0.017556401694757154
everyone,-0.03927142777657634,3.199677743418759e-05,0.006249537414559229,0.01521910832193844,0.0027541238379743477,0.00886920630483971,0.000675366968308913,0.03389146761019186,-0.009803421405443906,0.00135615829586265
i,-0.1226513608401134,0.020229467918668524,-0.07956417853329914,-0.04161624419832554,0.06791975982419948,0.12203874948889404,-0.169360638192192,0.004452460077009382,-0.04499448688679994,0.016707790346895124
show,-0.08000371588623928,0.006198957415853739,-0.019252196486526978,-0.03364322749104867,0.02419292431742144,0.033821076481858975,-0.047349938373256274,0.019903573650969605,0.023062354814817762,0.004914629773663699
sets,-0.03736845925786989,-0.004984936385070009,0.005714089913362992,0.013341685140431787,-0.02265463358035579,-0.0020349343830532197,-4.505485369583879e-05,0.005332310248318402,0.011923692331421824,-0.022266091866100648
heart,-0.03965403771263327,-0.008468683481186519,0.009427568747953082,0.006604315669626125,0.024518723579235693,0.007295902721589675,0.0055637757901208845,0.011646854176642189,-0.01573390415203838,-0.0114282672065667
evening,-0.04982011747598747,-0.006619503454739588,0.011281824352288363,0.031069280895998846,-0.037248238655376006,0.05075544239642916,-0.042591988885700656,0.00525273869948033,-0.04200326771364828,0.07342980719135773
wall,-0.04384084433142076,-0.0115580465862153,-0.00239189167409629,-0.008359381156394164,-0.0026199588488660746,-0.013246695426009104,-0.01034642120024274,-0.0022033328009855913,-0.00402819573351604,-0.0008133669003245539
attention,-0.0399101434012829,0.0013598257339654557,-0.018638446047897453,0.008141438301175752,0.013330139168408415,-0.011381783293421868,0.016276932500815945,0.013337960455724964,0.035871190782482444,0.02008687474243697
players,-0.05268688986156459,-0.02142042250546285,-0.007754769818146642,0.024209962676480148,-0.03471831382831232,0.05746142757594907,-0.05367811946208327,0.0439914949538939,-0.0446712825391038,0.06691214272117553
floor,-0.04207735181469146,-0.0016890975014353796,-0.005803900431597573,0.004933867794541241,-0.03149944016130351,-0.02346824529100334,-0.0017906956975391052,0.009462295095577134,-0.04004803813463654,-0.0024532173668974128
mind,-0.040864024798085534,0.02795314682610613,-0.035710974064463955,-0.0029328980704086335,-0.008038598613514292,0.015058187552565586,-0.009487118948232311,-0.006091830416708239,-0.022737155084231492,-0.0026149388621049246
casting,-0.0477377384282442,0.011573985846747764,0.03114727826363145,-0.017493436462721366,0.02124427688894458,0.013676923696220554,0.03053808932235823,0.01707309302643604,0.04490738449766592,0.025761099806655554
court,-0.06654839907653029,0.0006619808384581448,0.11507175243145565,0.06971795722816157,-0.1818353539606588,-0.1262020118366841,-0.08956675897440354,0.014751385625281587,-0.08147212169809036,-0.008251587439027975
love,-0.0870266452051555,-0.03660252029091556,0.10191717212767273,0.03830769498114612,-0.02715867152125427,-0.03011182522615095,0.010502512879227887,0.01575419597420638,0.015470635776118142,-0.07793962604259932
character,-0.05824388939274454,0.02154304322657237,0.004126853881360437,-0.006445439946990692,0.01733238818150481,-0.0007336119732601542,-0.010751658681814552,-0.005509054393435249,-0.004720833900952151,0.021592830770439362
hands,-0.03759696012982846,0.005980956332635422,-0.01539926574472419,-0.02915309477374285,0.011646029833377895,-0.00729884465244847,-0.006292670339032079,0.02439459572714125,-0.041586491100494484,0.009260654199083812
lights,-0.039783428737154965,0.006728895413849629,-0.03734485434465967,-0.02677888060748747,-0.021437029265908552,-0.03397922356716773,0.01657521831516465,0.016070007285276616,-0.005563800112289481,0.01915312937840065
self,-0.036358410450012986,0.011887029810815887,0.0206830609172791,0.009940343624444214,0.016699729062315496,0.0054607849657408655,0.03817769329257079,0.00804503548215449,-0.002765143675640089,-0.007205592270151807
order,-0.04338274147951221,0.013008835903660521,-0.005486657686595845,-0.011086670657614806,0.046319613388085074,-0.01402656456474036,-0.005765189523670027,0.005985009849701557,0.013225542992745526,-0.006118584367759813
tragedy,-0.04920989085313288,0.04987178216584102,-0.038972428440840624,0.10213167867703636,0.04658591971709118,0.012105933256390188,0.04730332206700647,0.02156475436499889,-0.05696879262936893,-0.05357624461413829
tone,-0.04316586863693888,0.013498691369944115,0.008810215675390249,0.0026481036544075015,-0.02360064906218899,-0.022757517157690595,0.005008789641896434,-0.004847933278573045,0.02569439614681466,-0.032952578096021735
level,-0.038057126753769835,0.006319729397532891,-0.00990275008276433,-0.013884219625565226,-0.013160660629017489,0.008132160904145922,0.015186684434814985,0.02179040975875835,0.0010516758981107181,-0.019054747147576084
face,-0.03835079238530787,0.006442802000490188,0.008023674525160944,0.0017695893050262734,0.022444622706815038,-0.016072979339941843,-0.013882971793043706,-0.010932550668314155,-0.021364734701983065,-0.022552410332537604
father,-0.043567330519290126,0.01936915221717103,0.012803665391921622,0.031206924240878172,-0.031048452834483986,0.036426362949765076,-0.010617840846599226,0.0414653824632917,-0.04094159930031412,-0.05415578904751703
ghost,-0.05596962220181585,0.07251646443292702,-0.061033029074902274,-0.02680829441394123,-0.018917996015818717,0.09581706599269538,-0.03162569264467091,0.06756012668652278,-0.08575928956450322,-0.017894149984017498
center,-0.04473951266483709,-0.018416686608028143,0.010271240267351973,0.01869501980859135,0.007687022532580855,0.010437222164664113,-0.020774725413223203,0.009857370107996009,-0.04150004470632342,0.03832379117304895
audiences,-0.0406358244382165,0.026290344370741722,0.0035831800403554174,-0.006096879447060509,-0.029671305047442736,0.027153490773142597,-0.0143825380364377,-0.026545160835702727,0.044880819897510506,-0.008549374109365229
air,-0.040500496223719255,-0.02046191061228746,0.022456264809592865,-0.008619173655911586,0.023453808340295142,-0.019335997833912474,0.014733309576172547,0.000578226177867429,-0.012375918686540288,-0.024631487322845695
changes,-0.04470581804274835,0.02233204161067521,0.023084547616787646,0.006397174325745478,-0.02477616341830079,-0.02523489111433387,0.008736901584212173,-0.008948966539188153,0.05690857429282899,-0.019956257756342497
program,-0.03933011236588077,0.015770971040439365,-0.0043977765877092,0.029402588880418058,-0.039685598190093846,-0.00786981109023162,-0.014576767978277928,0.022535289402371605,-0.010255036319491734,-0.010057740911561202
half,-0.043903557814687244,0.034651721886823125,-0.002442734461741675,0.0010668399254823797,0.0018790335822336795,-0.0029729764888607574,0.020491385003626177,0.026321428460926055,0.02214293313772672,0.0365658838014644
focus,-0.043315618120770207,0.015790915667528643,-0.01573054098746943,0.023243553975731718,-0.015922884497492996,0.004672567155829419,0.03645500572182892,0.03216220183769722,0.05330448794274127,-0.028459303963320047
lack,-0.044119030605611925,0.022552320244599328,-0.016494011506041913,0.004926545025816635,0.01042346404429607,-0.00752614786570475,0.020384432466927782,-0.0303616203477897,0.05375642792125593,-0.0001702454242057897
parts,-0.03931062188031516,-0.00914568211097469,-0.004189257843362027,0.0039047785106580374,-0.0352007176964248,-0.008816850159339806,-0.008212754013367197,-0.02270100623235107,0.041988746724963,0.025901223641313607
relationship,-0.039193282923927514,0.013635733424411592,-0.017747953911656154,0.016100347988303218,0.01249886948666247,0.004208434213083614,0.01436366179989714,0.023801062353929873,-0.012411963474815229,-0.03332374936981095
fall,-0.036790779640615195,-0.021963419004986058,0.0009795106821507073,-0.002055209376086219,0.007055804063199077,-0.010325072819048809,0.003293202106378613,0.01585454877018657,-0.039965029619829326,0.011560971301253869
eyes,-0.03788264813876305,-0.023985899420037017,-0.01764674579293555,0.008484961075711221,0.022315980552398987,-0.011290330340312129,-0.016059324626735226,0.00850505078771333,-0.046815273528938134,-0.02784041833018444
word,-0.04359246666545155,-0.017241661861209977,0.00831263002952833,0.02780190074706768,0.020018106088918443,0.025579321586704076,-0.03950651413013549,-0.030608564694363426,-0.002420205168524815,0.01230045907901826
name,-0.040138757209276586,0.008113205478363857,0.007037457567499713,-0.02362088679746513,0.01529294833587873,0.02268503075307948,0.014704112587131673,-0.0158749630324574,0.002801463620736294,-0.002687897843089978
murder,-0.0509114148670979,0.08152770690688187,-0.10618998527901238,-0.06960980197784807,-0.02167976207838574,-0.06684605901500561,-0.01365251226472502,-0.038841401822890885,-0.05612876562347614,0.007368621569698664
bottom,-0.05652133475068358,-0.21702676338397134,-0.05104053487630991,-0.018127862674590465,0.028357479523308846,-0.007790089589243778,0.0016628479869395909,-0.03293727465943675,0.007334623692095533,0.016857043384971463
things,-0.039285055734290586,-0.00665215164979858,-0.004805720397517027,-0.002373598370166857,0.012423290016976469,-0.009268990764119025,-0.030169377714596702,0.0064749470353633294,0.008090607239720809,0.0055977134266647025
performance,-0.07391249795807485,0.014912795222395997,0.012432849662494817,0.03833331302221203,0.04740599838066767,0.036661801067219606,-0.035742430864125305,0.0057709720143474755,0.004876455323814733,0.01005671855705715
